AR, 2018, kidney, 1099, num, deceased
AU, 1999, heart/lung, -, num, living
AU, 1999, kidney, 8.90, pmp, living
AU, 1999, liver, 0, pmp, living
AU, 1999, pancreas, -, pmp, living
AU, 1999, heart, -, pmp, living
AU, 1999, lung, -, pmp, living
AU, 1999, heart/lung, -, pmp, living
AU, 2000, kidney, 319, num, deceased
AU, 2000, liver, 136, num, deceased
AU, 2000, pancreas, 0, num, deceased
AU, 2000, heart, 57, num, deceased
AU, 2000, lung, 21, num, deceased
AU, 2000, heart/lung, -, num, deceased
AU, 2000, kidney, 16.60, pmp, deceased
AU, 2000, liver, 7.10, pmp, deceased
AU, 2000, pancreas, 0, pmp, deceased
AU, 2000, heart, 3, pmp, deceased
AU, 2000, lung, 1.10, pmp, deceased
AU, 2000, heart/lung, -, pmp, deceased
AU, 2000, kidney, 181, num, living
AU, 2000, liver, 0, num, living
AU, 2000, pancreas, -, num, living
AU, 2000, heart, -, num, living
AU, 2000, lung, -, num, living
AU, 2000, heart/lung, -, num, living
AU, 2000, kidney, 9.40, pmp, living
AU, 2000, liver, 0, pmp, living
AU, 2000, pancreas, -, pmp, living
AU, 2000, heart, -, pmp, living
AU, 2000, lung, -, pmp, living
AU, 2000, heart/lung, -, pmp, living
AU, 2001, kidney, 307, num, deceased
AU, 2001, liver, 120, num, deceased
AU, 2001, pancreas, 0, num, deceased
AU, 2001, heart, 67, num, deceased
AU, 2001, lung, 26, num, deceased
AU, 2001, heart/lung, -, num, deceased
AU, 2001, kidney, 15.80, pmp, deceased
AU, 2001, liver, 6.20, pmp, deceased
AU, 2001, pancreas, 0, pmp, deceased
AU, 2001, heart, 3.5, pmp, deceased
AU, 2001, lung, 1.30, pmp, deceased
AU, 2001, heart/lung, -, pmp, deceased
AU, 2001, kidney, 213, num, living
AU, 2001, liver, 0, num, living
AU, 2001, pancreas, -, num, living
AU, 2001, heart, -, num, living
AU, 2001, lung, -, num, living
AU, 2001, heart/lung, -, num, living
AU, 2001, kidney, 10.90, pmp, living
AU, 2001, liver, 0, pmp, living
AU, 2001, pancreas, -, pmp, living
AU, 2001, heart, -, pmp, living
AU, 2001, lung, -, pmp, living
AU, 2001, heart/lung, -, pmp, living
AU, 2002, kidney, 342, num, deceased
AU, 2002, liver, 136, num, deceased
AU, 2002, pancreas, 1, num, deceased
AU, 2002, heart, 72, num, deceased
AU, 2002, lung, 25, num, deceased
AU, 2002, heart/lung, -, num, deceased
AU, 2002, kidney, 17.40, pmp, deceased
AU, 2002, liver, 6.90, pmp, deceased
AU, 2002, pancreas, 0.1, pmp, deceased
AU, 2002, heart, 3.70, pmp, deceased
AU, 2002, lung, 1.20, pmp, deceased
AU, 2002, heart/lung, -, pmp, deceased
AU, 2002, kidney, 230, num, living
AU, 2002, liver, 1, num, living
AU, 2002, pancreas, -, num, living
AU, 2002, heart, -, num, living
AU, 2002, lung, -, num, living
AU, 2002, heart/lung, -, num, living
AU, 2002, kidney, 11.70, pmp, living
AU, 2002, liver, 0.1, pmp, living
AU, 2002, pancreas, -, pmp, living
AU, 2002, heart, -, pmp, living
AU, 2002, lung, -, pmp, living
AU, 2002, heart/lung, -, pmp, living
AU, 2003, kidney, 293, num, deceased
AU, 2003, liver, 117, num, deceased
AU, 2003, pancreas, 0, num, deceased
AU, 2003, heart, 63, num, deceased
AU, 2003, lung, 11, num, deceased
AU, 2003, heart/lung, -, num, deceased
AU, 2003, kidney, 14.70, pmp, deceased
AU, 2003, liver, 5.90, pmp, deceased
AU, 2003, pancreas, 0, pmp, deceased
AU, 2003, heart, 3.20, pmp, deceased
AU, 2003, lung, 0.5, pmp, deceased
AU, 2003, heart/lung, -, pmp, deceased
AU, 2003, kidney, 218, num, living
AU, 2003, liver, 1, num, living
AU, 2003, pancreas, -, num, living
AU, 2003, heart, -, num, living
AU, 2003, lung, -, num, living
AU, 2003, heart/lung, -, num, living
AU, 2003, kidney, 11, pmp, living
AU, 2003, liver, 0.1, pmp, living
AU, 2003, pancreas, -, pmp, living
AU, 2003, heart, -, pmp, living
AU, 2003, lung, -, pmp, living
AU, 2003, heart/lung, -, pmp, living
AU, 2004, kidney, 378, num, deceased
AU, 2004, liver, 147, num, deceased
AU, 2004, pancreas, 5, num, deceased
AU, 2004, heart, 72, num, deceased
AU, 2004, lung, 11, num, deceased
AU, 2004, heart/lung, -, num, deceased
AU, 2004, kidney, 18.80, pmp, deceased
AU, 2004, liver, 7.30, pmp, deceased
AU, 2004, pancreas, 0.2, pmp, deceased
AU, 2004, heart, 3.60, pmp, deceased
AU, 2004, lung, 0.5, pmp, deceased
AU, 2004, heart/lung, -, pmp, deceased
AU, 2004, kidney, 244, num, living
AU, 2004, liver, 1, num, living
AU, 2004, pancreas, -, num, living
AU, 2004, heart, -, num, living
AU, 2004, lung, -, num, living
AU, 2004, heart/lung, -, num, living
AU, 2004, kidney, 12.10, pmp, living
AU, 2004, liver, 0.1, pmp, living
AU, 2004, pancreas, -, pmp, living
AU, 2004, heart, -, pmp, living
AU, 2004, lung, -, pmp, living
AU, 2004, heart/lung, -, pmp, living
AU, 2005, kidney, 335, num, deceased
AU, 2005, liver, 137, num, deceased
AU, 2005, pancreas, 3, num, deceased
AU, 2005, heart, 72, num, deceased
AU, 2005, lung, 9, num, deceased
AU, 2005, heart/lung, -, num, deceased
AU, 2005, kidney, 16.5, pmp, deceased
AU, 2005, liver, 6.80, pmp, deceased
AU, 2005, pancreas, 0.1, pmp, deceased
AU, 2005, heart, 3.5, pmp, deceased
AU, 2005, lung, 0.4, pmp, deceased
AU, 2005, heart/lung, -, pmp, deceased
AU, 2005, kidney, 246, num, living
AU, 2005, liver, 0, num, living
AU, 2005, pancreas, -, num, living
AU, 2005, heart, -, num, living
AU, 2005, lung, -, num, living
AU, 2005, heart/lung, -, num, living
AU, 2005, kidney, 12.10, pmp, living
AU, 2005, liver, 0, pmp, living
AU, 2005, pancreas, -, pmp, living
AU, 2005, heart, -, pmp, living
AU, 2005, lung, -, pmp, living
AU, 2005, heart/lung, -, pmp, living
AU, 2006, kidney, 329, num, deceased
AU, 2006, liver, 138, num, deceased
AU, 2006, pancreas, 1, num, deceased
AU, 2006, heart, 70, num, deceased
AU, 2006, lung, 15, num, deceased
AU, 2006, heart/lung, -, num, deceased
AU, 2006, kidney, 15.90, pmp, deceased
AU, 2006, liver, 6.70, pmp, deceased
AU, 2006, pancreas, 0.1, pmp, deceased
AU, 2006, heart, 3.40, pmp, deceased
AU, 2006, lung, 0.7, pmp, deceased
AU, 2006, heart/lung, -, pmp, deceased
AU, 2006, kidney, 273, num, living
AU, 2006, liver, 2, num, living
AU, 2006, pancreas, -, num, living
AU, 2006, heart, -, num, living
AU, 2006, lung, -, num, living
AU, 2006, heart/lung, -, num, living
AU, 2006, kidney, 13.20, pmp, living
AU, 2006, liver, 0.1, pmp, living
AU, 2006, pancreas, -, pmp, living
AU, 2006, heart, -, pmp, living
AU, 2006, lung, -, pmp, living
AU, 2006, heart/lung, -, pmp, living
AU, 2007, kidney, 310, num, deceased
AU, 2007, liver, 118, num, deceased
AU, 2007, pancreas, 3, num, deceased
AU, 2007, heart, 56, num, deceased
AU, 2007, lung, 8, num, deceased
AU, 2007, heart/lung, -, num, deceased
AU, 2007, kidney, 14.70, pmp, deceased
AU, 2007, liver, 5.60, pmp, deceased
AU, 2007, pancreas, 0.1, pmp, deceased
AU, 2007, heart, 2.70, pmp, deceased
AU, 2007, lung, 0.3, pmp, deceased
AU, 2007, heart/lung, -, pmp, deceased
AU, 2007, kidney, 271, num, living
AU, 2007, liver, 4, num, living
AU, 2007, pancreas, -, num, living
AU, 2007, heart, -, num, living
AU, 2007, lung, -, num, living
AU, 2007, heart/lung, -, num, living
AU, 2007, kidney, 12.90, pmp, living
AU, 2007, liver, 0.2, pmp, living
AU, 2007, pancreas, -, pmp, living
AU, 2007, heart, -, pmp, living
AU, 2007, lung, -, pmp, living
AU, 2007, heart/lung, -, pmp, living
AU, 2008, kidney, 423, num, deceased
AU, 2008, liver, 158, num, deceased
AU, 2008, pancreas, 0, num, deceased
AU, 2008, heart, 80, num, deceased
AU, 2008, lung, 115, num, deceased
AU, 2008, heart/lung, -, num, deceased
AU, 2008, kidney, 19.80, pmp, deceased
AU, 2008, liver, 7.30, pmp, deceased
AU, 2008, pancreas, 0, pmp, deceased
AU, 2008, heart, 3.70, pmp, deceased
AU, 2008, lung, 5.40, pmp, deceased
AU, 2008, heart/lung, -, pmp, deceased
AU, 2008, kidney, 354, num, living
AU, 2008, liver, 3, num, living
AU, 2008, pancreas, -, num, living
AU, 2008, heart, -, num, living
AU, 2008, lung, -, num, living
AU, 2008, heart/lung, -, num, living
AU, 2008, kidney, 16.5, pmp, living
AU, 2008, liver, 0.1, pmp, living
AU, 2008, pancreas, -, pmp, living
AU, 2008, heart, -, pmp, living
AU, 2008, lung, -, pmp, living
AU, 2008, heart/lung, -, pmp, living
AU, 2009, kidney, 400, num, deceased
AU, 2009, liver, 151, num, deceased
AU, 2009, pancreas, 1, num, deceased
AU, 2009, heart, 59, num, deceased
AU, 2009, lung, 114, num, deceased
AU, 2009, heart/lung, -, num, deceased
AU, 2009, kidney, 18.30, pmp, deceased
AU, 2009, liver, 6.90, pmp, deceased
AU, 2009, pancreas, 0.04, pmp, deceased
AU, 2009, heart, 2.70, pmp, deceased
AU, 2009, lung, 5.30, pmp, deceased
AU, 2009, heart/lung, -, pmp, deceased
AU, 2009, kidney, 327, num, living
AU, 2009, liver, 2, num, living
AU, 2009, pancreas, -, num, living
AU, 2009, heart, -, num, living
AU, 2009, lung, -, num, living
AU, 2009, heart/lung, -, num, living
AU, 2009, kidney, 14.90, pmp, living
AU, 2009, liver, 0.1, pmp, living
AU, 2009, pancreas, -, pmp, living
AU, 2009, heart, -, pmp, living
AU, 2009, lung, -, pmp, living
AU, 2009, heart/lung, -, pmp, living
AU, 2010, kidney, 503, num, deceased
AU, 2010, liver, 167, num, deceased
AU, 2010, pancreas, 1, num, deceased
AU, 2010, heart, 65, num, deceased
AU, 2010, lung, 123, num, deceased
AU, 2010, heart/lung, -, num, deceased
AU, 2010, kidney, 22.5, pmp, deceased
AU, 2010, liver, 7.5, pmp, deceased
AU, 2010, pancreas, 0.04, pmp, deceased
AU, 2010, heart, 2.9, pmp, deceased
AU, 2010, lung, 5.60, pmp, deceased
AU, 2010, heart/lung, -, pmp, deceased
AU, 2010, kidney, 296, num, living
AU, 2010, liver, 4, num, living
AU, 2010, pancreas, -, num, living
AU, 2010, heart, -, num, living
AU, 2010, lung, -, num, living
AU, 2010, heart/lung, -, num, living
AU, 2010, kidney, 13.20, pmp, living
AU, 2010, liver, 0.2, pmp, living
AU, 2010, pancreas, -, pmp, living
AU, 2010, heart, -, pmp, living
AU, 2010, lung, -, pmp, living
AU, 2010, heart/lung, -, pmp, living
AU, 2011, kidney, 570, num, deceased
AU, 2011, liver, 183, num, deceased
AU, 2011, pancreas, 26, num, deceased
AU, 2011, heart, 66, num, deceased
AU, 2011, lung, 159, num, deceased
AU, 2011, heart/lung, -, num, deceased
AU, 2011, kidney, 25.5, pmp, deceased
AU, 2011, liver, 8.20, pmp, deceased
AU, 2011, pancreas, 1.20, pmp, deceased
AU, 2011, heart, 3, pmp, deceased
AU, 2011, lung, 7.10, pmp, deceased
AU, 2011, heart/lung, -, pmp, deceased
AU, 2011, kidney, 255, num, living
AU, 2011, liver, 2, num, living
AU, 2011, pancreas, -, num, living
AU, 2011, heart, -, num, living
AU, 2011, lung, -, num, living
AU, 2011, heart/lung, -, num, living
AU, 2011, kidney, 11.40, pmp, living
AU, 2011, liver, 0.1, pmp, living
AU, 2011, pancreas, -, pmp, living
AU, 2011, heart, -, pmp, living
AU, 2011, lung, -, pmp, living
AU, 2011, heart/lung, -, pmp, living
AU, 2012, kidney, 607, num, deceased
AU, 2012, liver, 230, num, deceased
AU, 2012, pancreas, 38, num, deceased
AU, 2012, heart, 76, num, deceased
AU, 2012, lung, 148, num, deceased
AU, 2012, heart/lung, -, num, deceased
AU, 2012, kidney, 26.80, pmp, deceased
AU, 2012, liver, 10.10, pmp, deceased
AU, 2012, pancreas, 1.7, pmp, deceased
AU, 2012, heart, 3.40, pmp, deceased
AU, 2012, lung, 6.5, pmp, deceased
AU, 2012, heart/lung, -, pmp, deceased
AU, 2012, kidney, 238, num, living
AU, 2012, liver, 4, num, living
AU, 2012, pancreas, -, num, living
AU, 2012, heart, -, num, living
AU, 2012, lung, -, num, living
AU, 2012, heart/lung, -, num, living
AU, 2012, kidney, 10.40, pmp, living
AU, 2012, liver, 0.2, pmp, living
AU, 2012, pancreas, -, pmp, living
AU, 2012, heart, -, pmp, living
AU, 2012, lung, -, pmp, living
AU, 2012, heart/lung, -, pmp, living
AU, 2013, kidney, 630, num, deceased
AU, 2013, liver, 252, num, deceased
AU, 2013, pancreas, 33, num, deceased
AU, 2013, heart, 79, num, deceased
AU, 2013, lung, 169, num, deceased
AU, 2013, heart/lung, -, num, deceased
AU, 2013, kidney, 27.90, pmp, deceased
AU, 2013, liver, 10.90, pmp, deceased
AU, 2013, pancreas, 1.40, pmp, deceased
AU, 2013, heart, 3.40, pmp, deceased
AU, 2013, lung, 7.30, pmp, deceased
AU, 2013, heart/lung, -, pmp, deceased
AU, 2013, kidney, 252, num, living
AU, 2013, liver, 1, num, living
AU, 2013, pancreas, -, num, living
AU, 2013, heart, -, num, living
AU, 2013, lung, -, num, living
AU, 2013, heart/lung, -, num, living
AU, 2013, kidney, 10.80, pmp, living
AU, 2013, liver, 0.04, pmp, living
AU, 2013, pancreas, -, pmp, living
AU, 2013, heart, -, pmp, living
AU, 2013, lung, -, pmp, living
AU, 2013, heart/lung, -, pmp, living
AU, 2014, kidney, 637, num, deceased
AU, 2014, liver, 237, num, deceased
AU, 2014, pancreas, 45, num, deceased
AU, 2014, heart, 83, num, deceased
AU, 2014, lung, 163, num, deceased
AU, 2014, heart/lung, -, num, deceased
AU, 2014, kidney, 27.10, pmp, deceased
AU, 2014, liver, 10.10, pmp, deceased
AU, 2014, pancreas, 1.9, pmp, deceased
AU, 2014, heart, 3.5, pmp, deceased
AU, 2014, lung, 6.90, pmp, deceased
AU, 2014, heart/lung, -, pmp, deceased
AU, 2014, kidney, 268, num, living
AU, 2014, liver, 1, num, living
AU, 2014, pancreas, -, num, living
AU, 2014, heart, -, num, living
AU, 2014, lung, -, num, living
AU, 2014, heart/lung, -, num, living
AU, 2014, kidney, 11.40, pmp, living
AU, 2014, liver, 0.04, pmp, living
AU, 2014, pancreas, -, pmp, living
AU, 2014, heart, -, pmp, living
AU, 2014, lung, -, pmp, living
AU, 2014, heart/lung, -, pmp, living
AU, 2015, kidney, 703, num, deceased
AU, 2015, liver, 265, num, deceased
AU, 2015, pancreas, 47, num, deceased
AU, 2015, heart, 95, num, deceased
AU, 2015, lung, 193, num, deceased
AU, 2015, heart/lung, -, num, deceased
AU, 2015, kidney, 29.60, pmp, deceased
AU, 2015, liver, 11.10, pmp, deceased
AU, 2015, pancreas, 2, pmp, deceased
AU, 2015, heart, 4, pmp, deceased
AU, 2015, lung, 8.10, pmp, deceased
AU, 2015, heart/lung, -, pmp, deceased
AU, 2015, kidney, 242, num, living
AU, 2015, liver, 3, num, living
AU, 2015, pancreas, -, num, living
AU, 2015, heart, -, num, living
AU, 2015, lung, -, num, living
AU, 2015, heart/lung, -, num, living
AU, 2015, kidney, 10.20, pmp, living
AU, 2015, liver, 0.1, pmp, living
AU, 2015, pancreas, -, pmp, living
AU, 2015, heart, -, pmp, living
AU, 2015, lung, -, pmp, living
AU, 2015, heart/lung, -, pmp, living
AU, 2016, kidney, 821, num, deceased
AU, 2016, liver, 312, num, deceased
AU, 2016, pancreas, 52, num, deceased
AU, 2016, heart, 125, num, deceased
AU, 2016, lung, 199, num, deceased
AU, 2016, heart/lung, -, num, deceased
AU, 2016, kidney, 34, pmp, deceased
AU, 2016, liver, 12.90, pmp, deceased
AU, 2016, pancreas, 2.20, pmp, deceased
AU, 2016, heart, 5.20, pmp, deceased
AU, 2016, lung, 8.20, pmp, deceased
AU, 2016, heart/lung, -, pmp, deceased
AU, 2016, kidney, 265, num, living
AU, 2016, liver, 2, num, living
AU, 2016, pancreas, -, num, living
AU, 2016, heart, -, num, living
AU, 2016, lung, -, num, living
AU, 2016, heart/lung, -, num, living
AU, 2016, kidney, 11, pmp, living
AU, 2016, liver, 0.1, pmp, living
AU, 2016, pancreas, -, pmp, living
AU, 2016, heart, -, pmp, living
AU, 2016, lung, -, pmp, living
AU, 2016, heart/lung, -, pmp, living
AU, 2017, kidney, 832, num, deceased
AU, 2017, liver, 281, num, deceased
AU, 2017, pancreas, 51, num, deceased
AU, 2017, heart, 98, num, deceased
AU, 2017, lung, 206, num, deceased
AU, 2017, heart/lung, -, num, deceased
AU, 2017, kidney, 33.80, pmp, deceased
AU, 2017, liver, 11.40, pmp, deceased
AU, 2017, pancreas, 2.10, pmp, deceased
AU, 2017, heart, 4, pmp, deceased
AU, 2017, lung, 8.40, pmp, deceased
AU, 2017, heart/lung, -, pmp, deceased
AU, 2017, kidney, 271, num, living
AU, 2017, liver, 2, num, living
AU, 2017, pancreas, -, num, living
AU, 2017, heart, -, num, living
AU, 2017, lung, -, num, living
AU, 2017, heart/lung, -, num, living
AU, 2017, kidney, 11, pmp, living
AU, 2017, liver, 0.1, pmp, living
AU, 2017, pancreas, -, pmp, living
AU, 2017, heart, -, pmp, living
AU, 2017, lung, -, pmp, living
AU, 2017, heart/lung, -, pmp, living
AU, 2018, kidney, 897, num, deceased
AU, 2018, liver, 318, num, deceased
AU, 2018, pancreas, 52, num, deceased
AU, 2018, heart, 129, num, deceased
AU, 2018, lung, 221, num, deceased
AU, 2018, heart/lung, -, num, deceased
AU, 2018, kidney, 35.89, pmp, deceased
AU, 2018, liver, 12.72, pmp, deceased
AU, 2018, pancreas, 2.08, pmp, deceased
AU, 2018, heart, 5.16, pmp, deceased
AU, 2018, lung, 8.84, pmp, deceased
AU, 2018, heart/lung, -, pmp, deceased
AU, 2018, kidney, 238, num, living
AU, 2018, liver, 0, num, living
AU, 2018, pancreas, -, num, living
AU, 2018, heart, -, num, living
AU, 2018, lung, -, num, living
AU, 2018, heart/lung, -, num, living
AU, 2018, kidney, 9.52, pmp, living
AU, 2018, liver, 0, pmp, living
AU, 2018, pancreas, -, pmp, living
AU, 2018, heart, -, pmp, living
AU, 2018, lung, -, pmp, living
AU, 2018, heart/lung, -, pmp, living
AT, 1993, kidney, 0, num, deceased
AT, 1993, liver, 0, num, deceased
AT, 1993, pancreas, 0, num, deceased
AT, 1993, heart, 0, num, deceased
AT, 1993, lung, 0, num, deceased
AT, 1993, heart/lung, -, num, deceased
AT, 1993, kidney, 0, pmp, deceased
AT, 1993, liver, 0, pmp, deceased
AT, 1993, pancreas, 0, pmp, deceased
AT, 1993, heart, 0, pmp, deceased
AT, 1993, lung, 0, pmp, deceased
AT, 1993, heart/lung, -, pmp, deceased
AT, 1993, kidney, 7, num, living
AT, 1993, liver, 0, num, living
AT, 1993, pancreas, -, num, living
AT, 1993, heart, -, num, living
AT, 1993, lung, -, num, living
AT, 1993, heart/lung, -, num, living
AT, 1993, kidney, 0.8, pmp, living
AT, 1993, liver, 0, pmp, living
AT, 1993, pancreas, -, pmp, living
AT, 1993, heart, -, pmp, living
AT, 1993, lung, -, pmp, living
AT, 1993, heart/lung, -, pmp, living
AT, 1994, kidney, 0, num, deceased
AT, 1994, liver, 0, num, deceased
AT, 1994, pancreas, 0, num, deceased
AT, 1994, heart, 0, num, deceased
AT, 1994, lung, 0, num, deceased
AT, 1994, heart/lung, -, num, deceased
AT, 1994, kidney, 0, pmp, deceased
AT, 1994, liver, 0, pmp, deceased
AT, 1994, pancreas, 0, pmp, deceased
AT, 1994, heart, 0, pmp, deceased
AT, 1994, lung, 0, pmp, deceased
AT, 1994, heart/lung, -, pmp, deceased
AT, 1994, kidney, 12, num, living
AT, 1994, liver, 0, num, living
AT, 1994, pancreas, -, num, living
AT, 1994, heart, -, num, living
AT, 1994, lung, -, num, living
AT, 1994, heart/lung, -, num, living
AT, 1994, kidney, 1.5, pmp, living
AT, 1994, liver, 0, pmp, living
AT, 1994, pancreas, -, pmp, living
AT, 1994, heart, -, pmp, living
AT, 1994, lung, -, pmp, living
AT, 1994, heart/lung, -, pmp, living
AT, 1995, kidney, 0, num, deceased
AT, 1995, liver, 0, num, deceased
AT, 1995, pancreas, 0, num, deceased
AT, 1995, heart, 0, num, deceased
AT, 1995, lung, 0, num, deceased
AT, 1995, heart/lung, -, num, deceased
AT, 1995, kidney, 0, pmp, deceased
AT, 1995, liver, 0, pmp, deceased
AT, 1995, pancreas, 0, pmp, deceased
AT, 1995, heart, 0, pmp, deceased
AT, 1995, lung, 0, pmp, deceased
AT, 1995, heart/lung, -, pmp, deceased
AT, 1995, kidney, 12, num, living
AT, 1995, liver, 0, num, living
AT, 1995, pancreas, -, num, living
AT, 1995, heart, -, num, living
AT, 1995, lung, -, num, living
AT, 1995, heart/lung, -, num, living
AT, 1995, kidney, 1.60, pmp, living
AT, 1995, liver, 0, pmp, living
AT, 1995, pancreas, -, pmp, living
AT, 1995, heart, -, pmp, living
AT, 1995, lung, -, pmp, living
AT, 1995, heart/lung, -, pmp, living
AT, 1996, kidney, 0, num, deceased
AT, 1996, liver, 0, num, deceased
AT, 1996, pancreas, 0, num, deceased
AT, 1996, heart, 0, num, deceased
AT, 1996, lung, 0, num, deceased
AT, 1996, heart/lung, -, num, deceased
AT, 1996, kidney, 0, pmp, deceased
AT, 1996, liver, 0, pmp, deceased
AT, 1996, pancreas, 0, pmp, deceased
AT, 1996, heart, 0, pmp, deceased
AT, 1996, lung, 0, pmp, deceased
AT, 1996, heart/lung, -, pmp, deceased
AT, 1996, kidney, 18, num, living
AT, 1996, liver, 0, num, living
AT, 1996, pancreas, -, num, living
AT, 1996, heart, -, num, living
AT, 1996, lung, -, num, living
AT, 1996, heart/lung, -, num, living
AT, 1996, kidney, 2.30, pmp, living
AT, 1996, liver, 0, pmp, living
AT, 1996, pancreas, -, pmp, living
AT, 1996, heart, -, pmp, living
AT, 1996, lung, -, pmp, living
AT, 1996, heart/lung, -, pmp, living
AT, 1997, kidney, 0, num, deceased
AT, 1997, liver, 0, num, deceased
AT, 1997, pancreas, 0, num, deceased
AT, 1997, heart, 0, num, deceased
AT, 1997, lung, 0, num, deceased
AT, 1997, heart/lung, -, num, deceased
AT, 1997, kidney, 0, pmp, deceased
AT, 1997, liver, 0, pmp, deceased
AT, 1997, pancreas, 0, pmp, deceased
AT, 1997, heart, 0, pmp, deceased
AT, 1997, lung, 0, pmp, deceased
AT, 1997, heart/lung, -, pmp, deceased
AT, 1997, kidney, 24, num, living
AT, 1997, liver, 2, num, living
AT, 1997, pancreas, -, num, living
AT, 1997, heart, -, num, living
AT, 1997, lung, -, num, living
AT, 1997, heart/lung, -, num, living
AT, 1997, kidney, 3, pmp, living
AT, 1997, liver, 0.2, pmp, living
AT, 1997, pancreas, -, pmp, living
AT, 1997, heart, -, pmp, living
AT, 1997, lung, -, pmp, living
AT, 1997, heart/lung, -, pmp, living
AT, 1998, kidney, 0, num, deceased
AT, 1998, liver, 0, num, deceased
AT, 1998, pancreas, 0, num, deceased
AT, 1998, heart, 0, num, deceased
AT, 1998, lung, 0, num, deceased
AT, 1998, heart/lung, -, num, deceased
AT, 1998, kidney, 0, pmp, deceased
AT, 1998, liver, 0, pmp, deceased
AT, 1998, pancreas, 0, pmp, deceased
AT, 1998, heart, 0, pmp, deceased
AT, 1998, lung, 0, pmp, deceased
AT, 1998, heart/lung, -, pmp, deceased
AT, 1998, kidney, 49, num, living
AT, 1998, liver, 1, num, living
AT, 1998, pancreas, -, num, living
AT, 1998, heart, -, num, living
AT, 1998, lung, -, num, living
AT, 1998, heart/lung, -, num, living
AT, 1998, kidney, 6.10, pmp, living
AT, 1998, liver, 0.1, pmp, living
AT, 1998, pancreas, -, pmp, living
AT, 1998, heart, -, pmp, living
AT, 1998, lung, -, pmp, living
AT, 1998, heart/lung, -, pmp, living
AT, 1999, kidney, 353, num, deceased
AT, 1999, liver, 138, num, deceased
AT, 1999, pancreas, 3, num, deceased
AT, 1999, heart, 94, num, deceased
AT, 1999, lung, 26, num, deceased
AT, 1999, heart/lung, -, num, deceased
AT, 1999, kidney, 44.20, pmp, deceased
AT, 1999, liver, 17.30, pmp, deceased
AT, 1999, pancreas, 0.4, pmp, deceased
AT, 1999, heart, 11.80, pmp, deceased
AT, 1999, lung, 3.30, pmp, deceased
AT, 1999, heart/lung, -, pmp, deceased
AT, 1999, kidney, 39, num, living
AT, 1999, liver, 7, num, living
AT, 1999, pancreas, -, num, living
AT, 1999, heart, -, num, living
AT, 1999, lung, -, num, living
AT, 1999, heart/lung, -, num, living
AT, 1999, kidney, 4.80, pmp, living
AT, 1999, liver, 0.8, pmp, living
AT, 1999, pancreas, -, pmp, living
AT, 1999, heart, -, pmp, living
AT, 1999, lung, -, pmp, living
AT, 1999, heart/lung, -, pmp, living
AT, 2000, kidney, 319, num, deceased
AT, 2000, liver, 133, num, deceased
AT, 2000, pancreas, 1, num, deceased
AT, 2000, heart, 87, num, deceased
AT, 2000, lung, 26, num, deceased
AT, 2000, heart/lung, -, num, deceased
AT, 2000, kidney, 39.80, pmp, deceased
AT, 2000, liver, 16.60, pmp, deceased
AT, 2000, pancreas, 0.1, pmp, deceased
AT, 2000, heart, 10.90, pmp, deceased
AT, 2000, lung, 3.30, pmp, deceased
AT, 2000, heart/lung, -, pmp, deceased
AT, 2000, kidney, 37, num, living
AT, 2000, liver, 3, num, living
AT, 2000, pancreas, -, num, living
AT, 2000, heart, -, num, living
AT, 2000, lung, -, num, living
AT, 2000, heart/lung, -, num, living
AT, 2000, kidney, 4.60, pmp, living
AT, 2000, liver, 0.3, pmp, living
AT, 2000, pancreas, -, pmp, living
AT, 2000, heart, -, pmp, living
AT, 2000, lung, -, pmp, living
AT, 2000, heart/lung, -, pmp, living
AT, 2001, kidney, 345, num, deceased
AT, 2001, liver, 121, num, deceased
AT, 2001, pancreas, 8, num, deceased
AT, 2001, heart, 64, num, deceased
AT, 2001, lung, 25, num, deceased
AT, 2001, heart/lung, -, num, deceased
AT, 2001, kidney, 42.90, pmp, deceased
AT, 2001, liver, 15.10, pmp, deceased
AT, 2001, pancreas, 1, pmp, deceased
AT, 2001, heart, 8, pmp, deceased
AT, 2001, lung, 3.10, pmp, deceased
AT, 2001, heart/lung, -, pmp, deceased
AT, 2001, kidney, 46, num, living
AT, 2001, liver, 2, num, living
AT, 2001, pancreas, -, num, living
AT, 2001, heart, -, num, living
AT, 2001, lung, -, num, living
AT, 2001, heart/lung, -, num, living
AT, 2001, kidney, 5.70, pmp, living
AT, 2001, liver, 0.2, pmp, living
AT, 2001, pancreas, -, pmp, living
AT, 2001, heart, -, pmp, living
AT, 2001, lung, -, pmp, living
AT, 2001, heart/lung, -, pmp, living
AT, 2002, kidney, 328, num, deceased
AT, 2002, liver, 146, num, deceased
AT, 2002, pancreas, 16, num, deceased
AT, 2002, heart, 70, num, deceased
AT, 2002, lung, 24, num, deceased
AT, 2002, heart/lung, -, num, deceased
AT, 2002, kidney, 40.70, pmp, deceased
AT, 2002, liver, 18.10, pmp, deceased
AT, 2002, pancreas, 2, pmp, deceased
AT, 2002, heart, 8.70, pmp, deceased
AT, 2002, lung, 3, pmp, deceased
AT, 2002, heart/lung, -, pmp, deceased
AT, 2002, kidney, 40, num, living
AT, 2002, liver, 4, num, living
AT, 2002, pancreas, -, num, living
AT, 2002, heart, -, num, living
AT, 2002, lung, -, num, living
AT, 2002, heart/lung, -, num, living
AT, 2002, kidney, 5, pmp, living
