EC, 2017, kidney, 141, num, deceased
EE, 2018, pancreas, -, pmp, living
EE, 2018, heart, -, pmp, living
EE, 2018, lung, -, pmp, living
EE, 2018, heart/lung, -, pmp, living
EE, 2018, kidney, 58, num, deceased
EE, 2018, liver, 10, num, deceased
EE, 2018, pancreas, 2, num, deceased
EE, 2018, heart, 0, num, deceased
EE, 2018, lung, 4, num, deceased
EE, 2018, heart/lung, -, num, deceased
EE, 2018, kidney, 43.97, pmp, deceased
EE, 2018, liver, 7.58, pmp, deceased
EE, 2018, pancreas, 1.52, pmp, deceased
EE, 2018, heart, 0, pmp, deceased
EE, 2018, lung, 3.03, pmp, deceased
EE, 2018, heart/lung, -, pmp, deceased
EE, 2018, kidney, 4, num, living
EE, 2018, liver, 0, num, living
EE, 2018, pancreas, -, num, living
EE, 2018, heart, -, num, living
EE, 2018, lung, -, num, living
EE, 2018, heart/lung, -, num, living
EE, 2018, kidney, 3.03, pmp, living
EE, 2018, liver, 0, pmp, living
EE, 2018, pancreas, -, pmp, living
EE, 2018, heart, -, pmp, living
EE, 2018, lung, -, pmp, living
EE, 2018, heart/lung, -, pmp, living
EE, 2018, kidney, 58, num, deceased
EE, 2018, liver, 10, num, deceased
EE, 2018, pancreas, 2, num, deceased
EE, 2018, heart, 0, num, deceased
EE, 2018, lung, 4, num, deceased
EE, 2018, heart/lung, -, num, deceased
EE, 2018, kidney, 43.97, pmp, deceased
EE, 2018, liver, 7.58, pmp, deceased
EE, 2018, pancreas, 1.52, pmp, deceased
EE, 2018, heart, 0, pmp, deceased
EE, 2018, lung, 3.03, pmp, deceased
EE, 2018, heart/lung, -, pmp, deceased
EE, 2018, kidney, 4, num, living
EE, 2018, liver, 0, num, living
EE, 2018, pancreas, -, num, living
EE, 2018, heart, -, num, living
EE, 2018, lung, -, num, living
EE, 2018, heart/lung, -, num, living
EE, 2018, kidney, 3.03, pmp, living
EE, 2018, liver, 0, pmp, living
EE, 2018, pancreas, -, pmp, living
EE, 2018, heart, -, pmp, living
EE, 2018, lung, -, pmp, living
EE, 2018, heart/lung, -, pmp, living
EE, 2002, kidney, 50, num, deceased
EE, 2002, liver, 0, num, deceased
EE, 2002, pancreas, 0, num, deceased
EE, 2002, heart, 0, num, deceased
EE, 2002, lung, 0, num, deceased
EE, 2002, heart/lung, -, num, deceased
EE, 2002, kidney, 35.70, pmp, deceased
EE, 2002, liver, 0, pmp, deceased
EE, 2002, pancreas, 0, pmp, deceased
EE, 2002, heart, 0, pmp, deceased
EE, 2002, lung, 0, pmp, deceased
EE, 2002, heart/lung, -, pmp, deceased
EE, 2002, kidney, 0, num, living
EE, 2002, liver, 0, num, living
EE, 2002, pancreas, -, num, living
EE, 2002, heart, -, num, living
EE, 2002, lung, -, num, living
EE, 2002, heart/lung, -, num, living
EE, 2002, kidney, 0, pmp, living
EE, 2002, liver, 0, pmp, living
EE, 2002, pancreas, -, pmp, living
EE, 2002, heart, -, pmp, living
EE, 2002, lung, -, pmp, living
EE, 2002, heart/lung, -, pmp, living
EE, 2003, kidney, 30, num, deceased
EE, 2003, liver, 0, num, deceased
EE, 2003, pancreas, 0, num, deceased
EE, 2003, heart, 0, num, deceased
EE, 2003, lung, 0, num, deceased
EE, 2003, heart/lung, -, num, deceased
EE, 2003, kidney, 21.40, pmp, deceased
EE, 2003, liver, 0, pmp, deceased
EE, 2003, pancreas, 0, pmp, deceased
EE, 2003, heart, 0, pmp, deceased
EE, 2003, lung, 0, pmp, deceased
EE, 2003, heart/lung, -, pmp, deceased
EE, 2003, kidney, 3, num, living
EE, 2003, liver, 0, num, living
EE, 2003, pancreas, -, num, living
EE, 2003, heart, -, num, living
EE, 2003, lung, -, num, living
EE, 2003, heart/lung, -, num, living
EE, 2003, kidney, 2.10, pmp, living
EE, 2003, liver, 0, pmp, living
EE, 2003, pancreas, -, pmp, living
EE, 2003, heart, -, pmp, living
EE, 2003, lung, -, pmp, living
EE, 2003, heart/lung, -, pmp, living
EE, 2004, kidney, 35, num, deceased
EE, 2004, liver, 0, num, deceased
EE, 2004, pancreas, 0, num, deceased
EE, 2004, heart, 0, num, deceased
EE, 2004, lung, 0, num, deceased
EE, 2004, heart/lung, -, num, deceased
EE, 2004, kidney, 26.90, pmp, deceased
EE, 2004, liver, 0, pmp, deceased
EE, 2004, pancreas, 0, pmp, deceased
EE, 2004, heart, 0, pmp, deceased
EE, 2004, lung, 0, pmp, deceased
EE, 2004, heart/lung, -, pmp, deceased
EE, 2004, kidney, 5, num, living
EE, 2004, liver, 0, num, living
EE, 2004, pancreas, -, num, living
EE, 2004, heart, -, num, living
EE, 2004, lung, -, num, living
EE, 2004, heart/lung, -, num, living
EE, 2004, kidney, 3.9, pmp, living
EE, 2004, liver, 0, pmp, living
EE, 2004, pancreas, -, pmp, living
EE, 2004, heart, -, pmp, living
EE, 2004, lung, -, pmp, living
EE, 2004, heart/lung, -, pmp, living
EE, 2005, kidney, 58, num, deceased
EE, 2005, liver, 1, num, deceased
EE, 2005, pancreas, 0, num, deceased
EE, 2005, heart, 0, num, deceased
EE, 2005, lung, 0, num, deceased
EE, 2005, heart/lung, -, num, deceased
EE, 2005, kidney, 44.60, pmp, deceased
EE, 2005, liver, 0.8, pmp, deceased
EE, 2005, pancreas, 0, pmp, deceased
EE, 2005, heart, 0, pmp, deceased
EE, 2005, lung, 0, pmp, deceased
EE, 2005, heart/lung, -, pmp, deceased
EE, 2005, kidney, 2, num, living
EE, 2005, liver, 0, num, living
EE, 2005, pancreas, -, num, living
EE, 2005, heart, -, num, living
EE, 2005, lung, -, num, living
EE, 2005, heart/lung, -, num, living
EE, 2005, kidney, 1.5, pmp, living
EE, 2005, liver, 0, pmp, living
EE, 2005, pancreas, -, pmp, living
EE, 2005, heart, -, pmp, living
EE, 2005, lung, -, pmp, living
EE, 2005, heart/lung, -, pmp, living
EE, 2006, kidney, 18, num, deceased
EE, 2006, liver, 0, num, deceased
EE, 2006, pancreas, 0, num, deceased
EE, 2006, heart, 0, num, deceased
EE, 2006, lung, 0, num, deceased
EE, 2006, heart/lung, -, num, deceased
EE, 2006, kidney, 13.40, pmp, deceased
EE, 2006, liver, 0, pmp, deceased
EE, 2006, pancreas, 0, pmp, deceased
EE, 2006, heart, 0, pmp, deceased
EE, 2006, lung, 0, pmp, deceased
EE, 2006, heart/lung, -, pmp, deceased
EE, 2006, kidney, 1, num, living
EE, 2006, liver, 0, num, living
EE, 2006, pancreas, -, num, living
EE, 2006, heart, -, num, living
EE, 2006, lung, -, num, living
EE, 2006, heart/lung, -, num, living
EE, 2006, kidney, 0.7, pmp, living
EE, 2006, liver, 0, pmp, living
EE, 2006, pancreas, -, pmp, living
EE, 2006, heart, -, pmp, living
EE, 2006, lung, -, pmp, living
EE, 2006, heart/lung, -, pmp, living
EE, 2007, kidney, 51, num, deceased
EE, 2007, liver, 2, num, deceased
EE, 2007, pancreas, 0, num, deceased
EE, 2007, heart, 0, num, deceased
EE, 2007, lung, 0, num, deceased
EE, 2007, heart/lung, -, num, deceased
EE, 2007, kidney, 37.90, pmp, deceased
EE, 2007, liver, 1.5, pmp, deceased
EE, 2007, pancreas, 0, pmp, deceased
EE, 2007, heart, 0, pmp, deceased
EE, 2007, lung, 0, pmp, deceased
EE, 2007, heart/lung, -, pmp, deceased
EE, 2007, kidney, 5, num, living
EE, 2007, liver, 0, num, living
EE, 2007, pancreas, -, num, living
EE, 2007, heart, -, num, living
EE, 2007, lung, -, num, living
EE, 2007, heart/lung, -, num, living
EE, 2007, kidney, 3.70, pmp, living
EE, 2007, liver, 0, pmp, living
EE, 2007, pancreas, -, pmp, living
EE, 2007, heart, -, pmp, living
EE, 2007, lung, -, pmp, living
EE, 2007, heart/lung, -, pmp, living
EE, 2008, kidney, 57, num, deceased
EE, 2008, liver, 2, num, deceased
EE, 2008, pancreas, 0, num, deceased
EE, 2008, heart, 0, num, deceased
EE, 2008, lung, 0, num, deceased
EE, 2008, heart/lung, -, num, deceased
EE, 2008, kidney, 42.5, pmp, deceased
EE, 2008, liver, 1.5, pmp, deceased
EE, 2008, pancreas, 0, pmp, deceased
EE, 2008, heart, 0, pmp, deceased
EE, 2008, lung, 0, pmp, deceased
EE, 2008, heart/lung, -, pmp, deceased
EE, 2008, kidney, 3, num, living
EE, 2008, liver, 0, num, living
EE, 2008, pancreas, -, num, living
EE, 2008, heart, -, num, living
EE, 2008, lung, -, num, living
EE, 2008, heart/lung, -, num, living
EE, 2008, kidney, 2.20, pmp, living
EE, 2008, liver, 0, pmp, living
EE, 2008, pancreas, -, pmp, living
EE, 2008, heart, -, pmp, living
EE, 2008, lung, -, pmp, living
EE, 2008, heart/lung, -, pmp, living
EE, 2009, kidney, 53, num, deceased
EE, 2009, liver, 4, num, deceased
EE, 2009, pancreas, 0, num, deceased
EE, 2009, heart, 0, num, deceased
EE, 2009, lung, 0, num, deceased
EE, 2009, heart/lung, -, num, deceased
EE, 2009, kidney, 39.60, pmp, deceased
EE, 2009, liver, 3, pmp, deceased
EE, 2009, pancreas, 0, pmp, deceased
EE, 2009, heart, 0, pmp, deceased
EE, 2009, lung, 0, pmp, deceased
EE, 2009, heart/lung, -, pmp, deceased
EE, 2009, kidney, 4, num, living
EE, 2009, liver, 0, num, living
EE, 2009, pancreas, -, num, living
EE, 2009, heart, -, num, living
EE, 2009, lung, -, num, living
EE, 2009, heart/lung, -, num, living
EE, 2009, kidney, 3, pmp, living
EE, 2009, liver, 0, pmp, living
EE, 2009, pancreas, -, pmp, living
EE, 2009, heart, -, pmp, living
EE, 2009, lung, -, pmp, living
EE, 2009, heart/lung, -, pmp, living
EE, 2010, kidney, 35, num, deceased
EE, 2010, liver, 3, num, deceased
EE, 2010, pancreas, 0, num, deceased
EE, 2010, heart, 0, num, deceased
EE, 2010, lung, 0, num, deceased
EE, 2010, heart/lung, -, num, deceased
EE, 2010, kidney, 26.10, pmp, deceased
EE, 2010, liver, 2.20, pmp, deceased
EE, 2010, pancreas, 0, pmp, deceased
EE, 2010, heart, 0, pmp, deceased
EE, 2010, lung, 0, pmp, deceased
EE, 2010, heart/lung, -, pmp, deceased
EE, 2010, kidney, 4, num, living
EE, 2010, liver, 0, num, living
EE, 2010, pancreas, -, num, living
EE, 2010, heart, -, num, living
EE, 2010, lung, -, num, living
EE, 2010, heart/lung, -, num, living
EE, 2010, kidney, 3, pmp, living
EE, 2010, liver, 0, pmp, living
EE, 2010, pancreas, -, pmp, living
EE, 2010, heart, -, pmp, living
EE, 2010, lung, -, pmp, living
EE, 2010, heart/lung, -, pmp, living
EE, 2011, kidney, 40, num, deceased
EE, 2011, liver, 8, num, deceased
EE, 2011, pancreas, 0, num, deceased
EE, 2011, heart, 0, num, deceased
EE, 2011, lung, 4, num, deceased
EE, 2011, heart/lung, -, num, deceased
EE, 2011, kidney, 29.85, pmp, deceased
EE, 2011, liver, 5.97, pmp, deceased
EE, 2011, pancreas, 0, pmp, deceased
EE, 2011, heart, 0, pmp, deceased
EE, 2011, lung, 2.99, pmp, deceased
EE, 2011, heart/lung, -, pmp, deceased
EE, 2011, kidney, 4, num, living
EE, 2011, liver, 0, num, living
EE, 2011, pancreas, -, num, living
EE, 2011, heart, -, num, living
EE, 2011, lung, -, num, living
EE, 2011, heart/lung, -, num, living
EE, 2011, kidney, 2.99, pmp, living
EE, 2011, liver, 0, pmp, living
EE, 2011, pancreas, -, pmp, living
EE, 2011, heart, -, pmp, living
EE, 2011, lung, -, pmp, living
EE, 2011, heart/lung, -, pmp, living
EE, 2012, kidney, 57, num, deceased
EE, 2012, liver, 9, num, deceased
EE, 2012, pancreas, 0, num, deceased
EE, 2012, heart, 0, num, deceased
EE, 2012, lung, 2, num, deceased
EE, 2012, heart/lung, -, num, deceased
EE, 2012, kidney, 43.90, pmp, deceased
EE, 2012, liver, 6.80, pmp, deceased
EE, 2012, pancreas, 0, pmp, deceased
EE, 2012, heart, 0, pmp, deceased
EE, 2012, lung, 1.7, pmp, deceased
EE, 2012, heart/lung, -, pmp, deceased
EE, 2012, kidney, 2, num, living
EE, 2012, liver, 0, num, living
EE, 2012, pancreas, -, num, living
EE, 2012, heart, -, num, living
EE, 2012, lung, -, num, living
EE, 2012, heart/lung, -, num, living
EE, 2012, kidney, 1.7, pmp, living
EE, 2012, liver, 0, pmp, living
EE, 2012, pancreas, -, pmp, living
EE, 2012, heart, -, pmp, living
EE, 2012, lung, -, pmp, living
EE, 2012, heart/lung, -, pmp, living
EE, 2013, kidney, 47, num, deceased
EE, 2013, liver, 9, num, deceased
EE, 2013, pancreas, 0, num, deceased
EE, 2013, heart, 0, num, deceased
EE, 2013, lung, 3, num, deceased
EE, 2013, heart/lung, -, num, deceased
EE, 2013, kidney, 35.80, pmp, deceased
EE, 2013, liver, 6.90, pmp, deceased
EE, 2013, pancreas, 0, pmp, deceased
EE, 2013, heart, 0, pmp, deceased
EE, 2013, lung, 2.30, pmp, deceased
EE, 2013, heart/lung, -, pmp, deceased
EE, 2013, kidney, 1, num, living
EE, 2013, liver, 0, num, living
EE, 2013, pancreas, -, num, living
EE, 2013, heart, -, num, living
EE, 2013, lung, -, num, living
EE, 2013, heart/lung, -, num, living
EE, 2013, kidney, 0.8, pmp, living
EE, 2013, liver, 0, pmp, living
EE, 2013, pancreas, -, pmp, living
EE, 2013, heart, -, pmp, living
EE, 2013, lung, -, pmp, living
EE, 2013, heart/lung, -, pmp, living
EE, 2014, kidney, 31, num, deceased
EE, 2014, liver, 10, num, deceased
EE, 2014, pancreas, 0, num, deceased
EE, 2014, heart, 0, num, deceased
EE, 2014, lung, 3, num, deceased
EE, 2014, heart/lung, -, num, deceased
EE, 2014, kidney, 23.60, pmp, deceased
EE, 2014, liver, 7.60, pmp, deceased
EE, 2014, pancreas, 0, pmp, deceased
EE, 2014, heart, 0, pmp, deceased
EE, 2014, lung, 2.30, pmp, deceased
EE, 2014, heart/lung, -, pmp, deceased
EE, 2014, kidney, 1, num, living
EE, 2014, liver, 0, num, living
EE, 2014, pancreas, -, num, living
EE, 2014, heart, -, num, living
EE, 2014, lung, -, num, living
EE, 2014, heart/lung, -, num, living
EE, 2014, kidney, 0.8, pmp, living
EE, 2014, liver, 0, pmp, living
EE, 2014, pancreas, -, pmp, living
EE, 2014, heart, -, pmp, living
EE, 2014, lung, -, pmp, living
EE, 2014, heart/lung, -, pmp, living
EE, 2018, kidney, 58, num, deceased
EE, 2018, liver, 10, num, deceased
EE, 2018, pancreas, 2, num, deceased
EE, 2018, heart, 0, num, deceased
EE, 2018, lung, 4, num, deceased
EE, 2018, heart/lung, -, num, deceased
EE, 2018, kidney, 43.97, pmp, deceased
EE, 2018, liver, 7.58, pmp, deceased
EE, 2018, pancreas, 1.52, pmp, deceased
EE, 2018, heart, 0, pmp, deceased
EE, 2018, lung, 3.03, pmp, deceased
EE, 2018, heart/lung, -, pmp, deceased
EE, 2018, kidney, 4, num, living
EE, 2018, liver, 0, num, living
EE, 2018, pancreas, -, num, living
EE, 2018, heart, -, num, living
EE, 2018, lung, -, num, living
EE, 2018, heart/lung, -, num, living
EE, 2018, kidney, 3.03, pmp, living
EE, 2018, liver, 0, pmp, living
EE, 2018, pancreas, -, pmp, living
EE, 2018, heart, -, pmp, living
EE, 2018, lung, -, pmp, living
EE, 2018, heart/lung, -, pmp, living
EE, 2016, kidney, 38, num, deceased
EE, 2016, liver, 10, num, deceased
EE, 2016, pancreas, 2, num, deceased
EE, 2016, heart, 0, num, deceased
EE, 2016, lung, 3, num, deceased
EE, 2016, heart/lung, -, num, deceased
EE, 2016, kidney, 29.23, pmp, deceased
EE, 2016, liver, 7.69, pmp, deceased
EE, 2016, pancreas, 1.52, pmp, deceased
EE, 2016, heart, 0, pmp, deceased
EE, 2016, lung, 2.31, pmp, deceased
EE, 2016, heart/lung, -, pmp, deceased
EE, 2016, kidney, 4, num, living
EE, 2016, liver, 0, num, living
EE, 2016, pancreas, -, num, living
EE, 2016, heart, -, num, living
EE, 2016, lung, -, num, living
EE, 2016, heart/lung, -, num, living
EE, 2016, kidney, 3.08, pmp, living
EE, 2016, liver, 0, pmp, living
EE, 2016, pancreas, -, pmp, living
EE, 2016, heart, -, pmp, living
EE, 2016, lung, -, pmp, living
EE, 2016, heart/lung, -, pmp, living
EE, 2017, kidney, 30, num, deceased
EE, 2017, liver, 10, num, deceased
EE, 2017, pancreas, 3, num, deceased
EE, 2017, heart, 0, num, deceased
EE, 2017, lung, 5, num, deceased
EE, 2017, heart/lung, -, num, deceased
EE, 2017, kidney, 23.08, pmp, deceased
EE, 2017, liver, 7.69, pmp, deceased
EE, 2017, pancreas, 2.31, pmp, deceased
EE, 2017, heart, 0, pmp, deceased
EE, 2017, lung, 3.85, pmp, deceased
EE, 2017, heart/lung, -, pmp, deceased
EE, 2017, kidney, 5, num, living
EE, 2017, liver, 0, num, living
EE, 2017, pancreas, -, num, living
EE, 2017, heart, -, num, living
EE, 2017, lung, -, num, living
EE, 2017, heart/lung, -, num, living
EE, 2017, kidney, 3.85, pmp, living
EE, 2017, liver, 0, pmp, living
EE, 2017, pancreas, -, pmp, living
EE, 2017, heart, -, pmp, living
EE, 2017, lung, -, pmp, living
EE, 2017, heart/lung, -, pmp, living
EE, 2018, kidney, 58, num, deceased
EE, 2018, liver, 10, num, deceased
EE, 2018, pancreas, 2, num, deceased
EE, 2018, heart, 0, num, deceased
EE, 2018, lung, 4, num, deceased
EE, 2018, heart/lung, -, num, deceased
EE, 2018, kidney, 43.97, pmp, deceased
EE, 2018, liver, 7.58, pmp, deceased
EE, 2018, pancreas, 1.52, pmp, deceased
EE, 2018, heart, 0, pmp, deceased
EE, 2018, lung, 3.03, pmp, deceased
EE, 2018, heart/lung, -, pmp, deceased
EE, 2018, kidney, 4, num, living
EE, 2018, liver, 0, num, living
EE, 2018, pancreas, -, num, living
EE, 2018, heart, -, num, living
EE, 2018, lung, -, num, living
EE, 2018, heart/lung, -, num, living
EE, 2018, kidney, 3.03, pmp, living
EE, 2018, liver, 0, pmp, living
EE, 2018, pancreas, -, pmp, living
EE, 2018, heart, -, pmp, living
EE, 2018, lung, -, pmp, living
EE, 2018, heart/lung, -, pmp, living
ET, 2017, kidney, 0, num, deceased
ET, 2017, liver, 0, num, deceased
ET, 2017, pancreas, 0, num, deceased
ET, 2017, heart, 0, num, deceased
ET, 2017, lung, 0, num, deceased
ET, 2017, heart/lung, -, num, deceased
ET, 2017, kidney, 0, pmp, deceased
ET, 2017, liver, 0, pmp, deceased
ET, 2017, pancreas, 0, pmp, deceased
ET, 2017, heart, 0, pmp, deceased
ET, 2017, lung, 0, pmp, deceased
ET, 2017, heart/lung, -, pmp, deceased
ET, 2017, kidney, 37, num, living
ET, 2017, liver, 0, num, living
ET, 2017, pancreas, -, num, living
ET, 2017, heart, -, num, living
ET, 2017, lung, -, num, living
ET, 2017, heart/lung, -, num, living
ET, 2017, kidney, 0.37, pmp, living
ET, 2017, liver, 0, pmp, living
ET, 2017, pancreas, -, pmp, living
ET, 2017, heart, -, pmp, living
ET, 2017, lung, -, pmp, living
ET, 2017, heart/lung, -, pmp, living
ET, 2017, kidney, 0, num, deceased
ET, 2017, liver, 0, num, deceased
ET, 2017, pancreas, 0, num, deceased
ET, 2017, heart, 0, num, deceased
ET, 2017, lung, 0, num, deceased
ET, 2017, heart/lung, -, num, deceased
ET, 2017, kidney, 0, pmp, deceased
ET, 2017, liver, 0, pmp, deceased
ET, 2017, pancreas, 0, pmp, deceased
ET, 2017, heart, 0, pmp, deceased
ET, 2017, lung, 0, pmp, deceased
ET, 2017, heart/lung, -, pmp, deceased
ET, 2017, kidney, 37, num, living
ET, 2017, liver, 0, num, living
ET, 2017, pancreas, -, num, living
ET, 2017, heart, -, num, living
ET, 2017, lung, -, num, living
ET, 2017, heart/lung, -, num, living
ET, 2017, kidney, 0.37, pmp, living
ET, 2017, liver, 0, pmp, living
ET, 2017, pancreas, -, pmp, living
ET, 2017, heart, -, pmp, living
ET, 2017, lung, -, pmp, living
ET, 2017, heart/lung, -, pmp, living
ET, 2017, kidney, 0, num, deceased
ET, 2017, liver, 0, num, deceased
ET, 2017, pancreas, 0, num, deceased
ET, 2017, heart, 0, num, deceased
ET, 2017, lung, 0, num, deceased
ET, 2017, heart/lung, -, num, deceased
ET, 2017, kidney, 0, pmp, deceased
ET, 2017, liver, 0, pmp, deceased
ET, 2017, pancreas, 0, pmp, deceased
ET, 2017, heart, 0, pmp, deceased
ET, 2017, lung, 0, pmp, deceased
ET, 2017, heart/lung, -, pmp, deceased
ET, 2017, kidney, 37, num, living
ET, 2017, liver, 0, num, living
ET, 2017, pancreas, -, num, living
ET, 2017, heart, -, num, living
ET, 2017, lung, -, num, living
ET, 2017, heart/lung, -, num, living
ET, 2017, kidney, 0.37, pmp, living
ET, 2017, liver, 0, pmp, living
ET, 2017, pancreas, -, pmp, living
ET, 2017, heart, -, pmp, living
ET, 2017, lung, -, pmp, living
ET, 2017, heart/lung, -, pmp, living
ET, 2017, kidney, 0, num, deceased
ET, 2017, liver, 0, num, deceased
ET, 2017, pancreas, 0, num, deceased
ET, 2017, heart, 0, num, deceased
ET, 2017, lung, 0, num, deceased
ET, 2017, heart/lung, -, num, deceased
ET, 2017, kidney, 0, pmp, deceased
ET, 2017, liver, 0, pmp, deceased
ET, 2017, pancreas, 0, pmp, deceased
ET, 2017, heart, 0, pmp, deceased
ET, 2017, lung, 0, pmp, deceased
ET, 2017, heart/lung, -, pmp, deceased
ET, 2017, kidney, 37, num, living
ET, 2017, liver, 0, num, living
ET, 2017, pancreas, -, num, living
ET, 2017, heart, -, num, living
ET, 2017, lung, -, num, living
ET, 2017, heart/lung, -, num, living
ET, 2017, kidney, 0.37, pmp, living
ET, 2017, liver, 0, pmp, living
ET, 2017, pancreas, -, pmp, living
ET, 2017, heart, -, pmp, living
ET, 2017, lung, -, pmp, living
ET, 2017, heart/lung, -, pmp, living
ET, 2017, kidney, 0, num, deceased
ET, 2017, liver, 0, num, deceased
ET, 2017, pancreas, 0, num, deceased
ET, 2017, heart, 0, num, deceased
ET, 2017, lung, 0, num, deceased
ET, 2017, heart/lung, -, num, deceased
ET, 2017, kidney, 0, pmp, deceased
ET, 2017, liver, 0, pmp, deceased
ET, 2017, pancreas, 0, pmp, deceased
ET, 2017, heart, 0, pmp, deceased
ET, 2017, lung, 0, pmp, deceased
ET, 2017, heart/lung, -, pmp, deceased
ET, 2017, kidney, 37, num, living
ET, 2017, liver, 0, num, living
ET, 2017, pancreas, -, num, living
ET, 2017, heart, -, num, living
ET, 2017, lung, -, num, living
ET, 2017, heart/lung, -, num, living
ET, 2017, kidney, 0.37, pmp, living
ET, 2017, liver, 0, pmp, living
ET, 2017, pancreas, -, pmp, living
ET, 2017, heart, -, pmp, living
ET, 2017, lung, -, pmp, living
ET, 2017, heart/lung, -, pmp, living
ET, 2017, kidney, 0, num, deceased
ET, 2017, liver, 0, num, deceased
ET, 2017, pancreas, 0, num, deceased
ET, 2017, heart, 0, num, deceased
ET, 2017, lung, 0, num, deceased
ET, 2017, heart/lung, -, num, deceased
ET, 2017, kidney, 0, pmp, deceased
ET, 2017, liver, 0, pmp, deceased
ET, 2017, pancreas, 0, pmp, deceased
ET, 2017, heart, 0, pmp, deceased
ET, 2017, lung, 0, pmp, deceased
ET, 2017, heart/lung, -, pmp, deceased
ET, 2017, kidney, 37, num, living
ET, 2017, liver, 0, num, living
ET, 2017, pancreas, -, num, living
ET, 2017, heart, -, num, living
ET, 2017, lung, -, num, living
ET, 2017, heart/lung, -, num, living
ET, 2017, kidney, 0.37, pmp, living
ET, 2017, liver, 0, pmp, living
ET, 2017, pancreas, -, pmp, living
ET, 2017, heart, -, pmp, living
ET, 2017, lung, -, pmp, living
ET, 2017, heart/lung, -, pmp, living
ET, 2017, kidney, 0, num, deceased
ET, 2017, liver, 0, num, deceased
ET, 2017, pancreas, 0, num, deceased
ET, 2017, heart, 0, num, deceased
ET, 2017, lung, 0, num, deceased
ET, 2017, heart/lung, -, num, deceased
ET, 2017, kidney, 0, pmp, deceased
ET, 2017, liver, 0, pmp, deceased
ET, 2017, pancreas, 0, pmp, deceased
ET, 2017, heart, 0, pmp, deceased
ET, 2017, lung, 0, pmp, deceased
ET, 2017, heart/lung, -, pmp, deceased
ET, 2017, kidney, 37, num, living
ET, 2017, liver, 0, num, living
ET, 2017, pancreas, -, num, living
ET, 2017, heart, -, num, living
ET, 2017, lung, -, num, living
ET, 2017, heart/lung, -, num, living
ET, 2017, kidney, 0.37, pmp, living
ET, 2017, liver, 0, pmp, living
ET, 2017, pancreas, -, pmp, living
ET, 2017, heart, -, pmp, living
ET, 2017, lung, -, pmp, living
ET, 2017, heart/lung, -, pmp, living
ET, 2017, kidney, 0, num, deceased
ET, 2017, liver, 0, num, deceased
ET, 2017, pancreas, 0, num, deceased
ET, 2017, heart, 0, num, deceased
ET, 2017, lung, 0, num, deceased
ET, 2017, heart/lung, -, num, deceased
ET, 2017, kidney, 0, pmp, deceased
ET, 2017, liver, 0, pmp, deceased
ET, 2017, pancreas, 0, pmp, deceased
ET, 2017, heart, 0, pmp, deceased
ET, 2017, lung, 0, pmp, deceased
ET, 2017, heart/lung, -, pmp, deceased
ET, 2017, kidney, 37, num, living
ET, 2017, liver, 0, num, living
ET, 2017, pancreas, -, num, living
ET, 2017, heart, -, num, living
ET, 2017, lung, -, num, living
ET, 2017, heart/lung, -, num, living
ET, 2017, kidney, 0.37, pmp, living
ET, 2017, liver, 0, pmp, living
ET, 2017, pancreas, -, pmp, living
ET, 2017, heart, -, pmp, living
ET, 2017, lung, -, pmp, living
ET, 2017, heart/lung, -, pmp, living
ET, 2017, kidney, 0, num, deceased
ET, 2017, liver, 0, num, deceased
ET, 2017, pancreas, 0, num, deceased
ET, 2017, heart, 0, num, deceased
ET, 2017, lung, 0, num, deceased
ET, 2017, heart/lung, -, num, deceased
ET, 2017, kidney, 0, pmp, deceased
ET, 2017, liver, 0, pmp, deceased
ET, 2017, pancreas, 0, pmp, deceased
ET, 2017, heart, 0, pmp, deceased
ET, 2017, lung, 0, pmp, deceased
ET, 2017, heart/lung, -, pmp, deceased
ET, 2017, kidney, 37, num, living
ET, 2017, liver, 0, num, living
ET, 2017, pancreas, -, num, living
ET, 2017, heart, -, num, living
ET, 2017, lung, -, num, living
ET, 2017, heart/lung, -, num, living
ET, 2017, kidney, 0.37, pmp, living
ET, 2017, liver, 0, pmp, living
ET, 2017, pancreas, -, pmp, living
ET, 2017, heart, -, pmp, living
ET, 2017, lung, -, pmp, living
ET, 2017, heart/lung, -, pmp, living
ET, 2017, kidney, 0, num, deceased
ET, 2017, liver, 0, num, deceased
ET, 2017, pancreas, 0, num, deceased
ET, 2017, heart, 0, num, deceased
ET, 2017, lung, 0, num, deceased
ET, 2017, heart/lung, -, num, deceased
ET, 2017, kidney, 0, pmp, deceased
ET, 2017, liver, 0, pmp, deceased
ET, 2017, pancreas, 0, pmp, deceased
ET, 2017, heart, 0, pmp, deceased
ET, 2017, lung, 0, pmp, deceased
ET, 2017, heart/lung, -, pmp, deceased
ET, 2017, kidney, 37, num, living
ET, 2017, liver, 0, num, living
ET, 2017, pancreas, -, num, living
ET, 2017, heart, -, num, living
ET, 2017, lung, -, num, living
ET, 2017, heart/lung, -, num, living
ET, 2017, kidney, 0.37, pmp, living
ET, 2017, liver, 0, pmp, living
ET, 2017, pancreas, -, pmp, living
ET, 2017, heart, -, pmp, living
ET, 2017, lung, -, pmp, living
ET, 2017, heart/lung, -, pmp, living
ET, 2017, kidney, 0, num, deceased
ET, 2017, liver, 0, num, deceased
ET, 2017, pancreas, 0, num, deceased
ET, 2017, heart, 0, num, deceased
ET, 2017, lung, 0, num, deceased
ET, 2017, heart/lung, -, num, deceased
