PK, 2006, kidney, 0, num, deceased
SS, 2016, heart, 0, num, deceased
SS, 2016, lung, 0, num, deceased
SS, 2016, heart/lung, -, num, deceased
SS, 2016, kidney, 0, pmp, deceased
SS, 2016, liver, 0, pmp, deceased
SS, 2016, pancreas, 0, pmp, deceased
SS, 2016, heart, 0, pmp, deceased
SS, 2016, lung, 0, pmp, deceased
SS, 2016, heart/lung, -, pmp, deceased
SS, 2016, kidney, 224, num, living
SS, 2016, liver, 0, num, living
SS, 2016, pancreas, -, num, living
SS, 2016, heart, -, num, living
SS, 2016, lung, -, num, living
SS, 2016, heart/lung, -, num, living
SS, 2016, kidney, 5.44, pmp, living
SS, 2016, liver, 0, pmp, living
SS, 2016, pancreas, -, pmp, living
SS, 2016, heart, -, pmp, living
SS, 2016, lung, -, pmp, living
SS, 2016, heart/lung, -, pmp, living
SS, 2017, kidney, 0, num, deceased
SS, 2017, liver, 0, num, deceased
SS, 2017, pancreas, 0, num, deceased
SS, 2017, heart, 0, num, deceased
SS, 2017, lung, 0, num, deceased
SS, 2017, heart/lung, -, num, deceased
SS, 2017, kidney, 0, pmp, deceased
SS, 2017, liver, 0, pmp, deceased
SS, 2017, pancreas, 0, pmp, deceased
SS, 2017, heart, 0, pmp, deceased
SS, 2017, lung, 0, pmp, deceased
SS, 2017, heart/lung, -, pmp, deceased
SS, 2017, kidney, 219, num, living
SS, 2017, liver, 0, num, living
SS, 2017, pancreas, -, num, living
SS, 2017, heart, -, num, living
SS, 2017, lung, -, num, living
SS, 2017, heart/lung, -, num, living
SS, 2017, kidney, 5.38, pmp, living
SS, 2017, liver, 0, pmp, living
SS, 2017, pancreas, -, pmp, living
SS, 2017, heart, -, pmp, living
SS, 2017, lung, -, pmp, living
SS, 2017, heart/lung, -, pmp, living
SS, 2017, kidney, 0, num, deceased
SS, 2017, liver, 0, num, deceased
SS, 2017, pancreas, 0, num, deceased
SS, 2017, heart, 0, num, deceased
SS, 2017, lung, 0, num, deceased
SS, 2017, heart/lung, -, num, deceased
SS, 2017, kidney, 0, pmp, deceased
SS, 2017, liver, 0, pmp, deceased
SS, 2017, pancreas, 0, pmp, deceased
SS, 2017, heart, 0, pmp, deceased
SS, 2017, lung, 0, pmp, deceased
SS, 2017, heart/lung, -, pmp, deceased
SS, 2017, kidney, 219, num, living
SS, 2017, liver, 0, num, living
SS, 2017, pancreas, -, num, living
SS, 2017, heart, -, num, living
SS, 2017, lung, -, num, living
SS, 2017, heart/lung, -, num, living
SS, 2017, kidney, 5.38, pmp, living
SS, 2017, liver, 0, pmp, living
SS, 2017, pancreas, -, pmp, living
SS, 2017, heart, -, pmp, living
SS, 2017, lung, -, pmp, living
SS, 2017, heart/lung, -, pmp, living
SE, 1993, kidney, 0, num, deceased
SE, 1993, liver, 0, num, deceased
SE, 1993, pancreas, 0, num, deceased
SE, 1993, heart, 0, num, deceased
SE, 1993, lung, 0, num, deceased
SE, 1993, heart/lung, -, num, deceased
SE, 1993, kidney, 0, pmp, deceased
SE, 1993, liver, 0, pmp, deceased
SE, 1993, pancreas, 0, pmp, deceased
SE, 1993, heart, 0, pmp, deceased
SE, 1993, lung, 0, pmp, deceased
SE, 1993, heart/lung, -, pmp, deceased
SE, 1993, kidney, 102, num, living
SE, 1993, liver, 0, num, living
SE, 1993, pancreas, -, num, living
SE, 1993, heart, -, num, living
SE, 1993, lung, -, num, living
SE, 1993, heart/lung, -, num, living
SE, 1993, kidney, 12.10, pmp, living
SE, 1993, liver, 0, pmp, living
SE, 1993, pancreas, -, pmp, living
SE, 1993, heart, -, pmp, living
SE, 1993, lung, -, pmp, living
SE, 1993, heart/lung, -, pmp, living
SE, 1994, kidney, 0, num, deceased
SE, 1994, liver, 0, num, deceased
SE, 1994, pancreas, 0, num, deceased
SE, 1994, heart, 0, num, deceased
SE, 1994, lung, 0, num, deceased
SE, 1994, heart/lung, -, num, deceased
SE, 1994, kidney, 0, pmp, deceased
SE, 1994, liver, 0, pmp, deceased
SE, 1994, pancreas, 0, pmp, deceased
SE, 1994, heart, 0, pmp, deceased
SE, 1994, lung, 0, pmp, deceased
SE, 1994, heart/lung, -, pmp, deceased
SE, 1994, kidney, 92, num, living
SE, 1994, liver, 0, num, living
SE, 1994, pancreas, -, num, living
SE, 1994, heart, -, num, living
SE, 1994, lung, -, num, living
SE, 1994, heart/lung, -, num, living
SE, 1994, kidney, 10.40, pmp, living
SE, 1994, liver, 0, pmp, living
SE, 1994, pancreas, -, pmp, living
SE, 1994, heart, -, pmp, living
SE, 1994, lung, -, pmp, living
SE, 1994, heart/lung, -, pmp, living
SE, 1995, kidney, 0, num, deceased
SE, 1995, liver, 0, num, deceased
SE, 1995, pancreas, 0, num, deceased
SE, 1995, heart, 0, num, deceased
SE, 1995, lung, 0, num, deceased
SE, 1995, heart/lung, -, num, deceased
SE, 1995, kidney, 0, pmp, deceased
SE, 1995, liver, 0, pmp, deceased
SE, 1995, pancreas, 0, pmp, deceased
SE, 1995, heart, 0, pmp, deceased
SE, 1995, lung, 0, pmp, deceased
SE, 1995, heart/lung, -, pmp, deceased
SE, 1995, kidney, 80, num, living
SE, 1995, liver, 0, num, living
SE, 1995, pancreas, -, num, living
SE, 1995, heart, -, num, living
SE, 1995, lung, -, num, living
SE, 1995, heart/lung, -, num, living
SE, 1995, kidney, 9.5, pmp, living
SE, 1995, liver, 0, pmp, living
SE, 1995, pancreas, -, pmp, living
SE, 1995, heart, -, pmp, living
SE, 1995, lung, -, pmp, living
SE, 1995, heart/lung, -, pmp, living
SE, 1996, kidney, 0, num, deceased
SE, 1996, liver, 0, num, deceased
SE, 1996, pancreas, 0, num, deceased
SE, 1996, heart, 0, num, deceased
SE, 1996, lung, 0, num, deceased
SE, 1996, heart/lung, -, num, deceased
SE, 1996, kidney, 0, pmp, deceased
SE, 1996, liver, 0, pmp, deceased
SE, 1996, pancreas, 0, pmp, deceased
SE, 1996, heart, 0, pmp, deceased
SE, 1996, lung, 0, pmp, deceased
SE, 1996, heart/lung, -, pmp, deceased
SE, 1996, kidney, 99, num, living
SE, 1996, liver, 0, num, living
SE, 1996, pancreas, -, num, living
SE, 1996, heart, -, num, living
SE, 1996, lung, -, num, living
SE, 1996, heart/lung, -, num, living
SE, 1996, kidney, 11.30, pmp, living
SE, 1996, liver, 0, pmp, living
SE, 1996, pancreas, -, pmp, living
SE, 1996, heart, -, pmp, living
SE, 1996, lung, -, pmp, living
SE, 1996, heart/lung, -, pmp, living
SE, 1997, kidney, 0, num, deceased
SE, 1997, liver, 0, num, deceased
SE, 1997, pancreas, 0, num, deceased
SE, 1997, heart, 0, num, deceased
SE, 1997, lung, 0, num, deceased
SE, 1997, heart/lung, -, num, deceased
SE, 1997, kidney, 0, pmp, deceased
SE, 1997, liver, 0, pmp, deceased
SE, 1997, pancreas, 0, pmp, deceased
SE, 1997, heart, 0, pmp, deceased
SE, 1997, lung, 0, pmp, deceased
SE, 1997, heart/lung, -, pmp, deceased
SE, 1997, kidney, 123, num, living
SE, 1997, liver, 3, num, living
SE, 1997, pancreas, -, num, living
SE, 1997, heart, -, num, living
SE, 1997, lung, -, num, living
SE, 1997, heart/lung, -, num, living
SE, 1997, kidney, 13.80, pmp, living
SE, 1997, liver, 0.3, pmp, living
SE, 1997, pancreas, -, pmp, living
SE, 1997, heart, -, pmp, living
SE, 1997, lung, -, pmp, living
SE, 1997, heart/lung, -, pmp, living
SE, 1998, kidney, 0, num, deceased
SE, 1998, liver, 0, num, deceased
SE, 1998, pancreas, 0, num, deceased
SE, 1998, heart, 0, num, deceased
SE, 1998, lung, 0, num, deceased
SE, 1998, heart/lung, -, num, deceased
SE, 1998, kidney, 0, pmp, deceased
SE, 1998, liver, 0, pmp, deceased
SE, 1998, pancreas, 0, pmp, deceased
SE, 1998, heart, 0, pmp, deceased
SE, 1998, lung, 0, pmp, deceased
SE, 1998, heart/lung, -, pmp, deceased
SE, 1998, kidney, 120, num, living
SE, 1998, liver, 9, num, living
SE, 1998, pancreas, -, num, living
SE, 1998, heart, -, num, living
SE, 1998, lung, -, num, living
SE, 1998, heart/lung, -, num, living
SE, 1998, kidney, 13.5, pmp, living
SE, 1998, liver, 1, pmp, living
SE, 1998, pancreas, -, pmp, living
SE, 1998, heart, -, pmp, living
SE, 1998, lung, -, pmp, living
SE, 1998, heart/lung, -, pmp, living
SE, 1999, kidney, 196, num, deceased
SE, 1999, liver, 93, num, deceased
SE, 1999, pancreas, 0, num, deceased
SE, 1999, heart, 34, num, deceased
SE, 1999, lung, 14, num, deceased
SE, 1999, heart/lung, -, num, deceased
SE, 1999, kidney, 21.90, pmp, deceased
SE, 1999, liver, 10.40, pmp, deceased
SE, 1999, pancreas, 0, pmp, deceased
SE, 1999, heart, 3.80, pmp, deceased
SE, 1999, lung, 1.5, pmp, deceased
SE, 1999, heart/lung, -, pmp, deceased
SE, 1999, kidney, 105, num, living
SE, 1999, liver, 3, num, living
SE, 1999, pancreas, -, num, living
SE, 1999, heart, -, num, living
SE, 1999, lung, -, num, living
SE, 1999, heart/lung, -, num, living
SE, 1999, kidney, 11.70, pmp, living
SE, 1999, liver, 0.3, pmp, living
SE, 1999, pancreas, -, pmp, living
SE, 1999, heart, -, pmp, living
SE, 1999, lung, -, pmp, living
SE, 1999, heart/lung, -, pmp, living
SE, 2000, kidney, 193, num, deceased
SE, 2000, liver, 104, num, deceased
SE, 2000, pancreas, 0, num, deceased
SE, 2000, heart, 22, num, deceased
SE, 2000, lung, 18, num, deceased
SE, 2000, heart/lung, -, num, deceased
SE, 2000, kidney, 21.70, pmp, deceased
SE, 2000, liver, 11.70, pmp, deceased
SE, 2000, pancreas, 0, pmp, deceased
SE, 2000, heart, 2.40, pmp, deceased
SE, 2000, lung, 2, pmp, deceased
SE, 2000, heart/lung, -, pmp, deceased
SE, 2000, kidney, 90, num, living
SE, 2000, liver, 2, num, living
SE, 2000, pancreas, -, num, living
SE, 2000, heart, -, num, living
SE, 2000, lung, -, num, living
SE, 2000, heart/lung, -, num, living
SE, 2000, kidney, 10.10, pmp, living
SE, 2000, liver, 0.2, pmp, living
SE, 2000, pancreas, -, pmp, living
SE, 2000, heart, -, pmp, living
SE, 2000, lung, -, pmp, living
SE, 2000, heart/lung, -, pmp, living
SE, 2001, kidney, 188, num, deceased
SE, 2001, liver, 95, num, deceased
SE, 2001, pancreas, 5, num, deceased
SE, 2001, heart, 25, num, deceased
SE, 2001, lung, 0, num, deceased
SE, 2001, heart/lung, -, num, deceased
SE, 2001, kidney, 21, pmp, deceased
SE, 2001, liver, 10.60, pmp, deceased
SE, 2001, pancreas, 0.5, pmp, deceased
SE, 2001, heart, 2.80, pmp, deceased
SE, 2001, lung, 0, pmp, deceased
SE, 2001, heart/lung, -, pmp, deceased
SE, 2001, kidney, 119, num, living
SE, 2001, liver, 7, num, living
SE, 2001, pancreas, -, num, living
SE, 2001, heart, -, num, living
SE, 2001, lung, -, num, living
SE, 2001, heart/lung, -, num, living
SE, 2001, kidney, 13.30, pmp, living
SE, 2001, liver, 0.7, pmp, living
SE, 2001, pancreas, -, pmp, living
SE, 2001, heart, -, pmp, living
SE, 2001, lung, -, pmp, living
SE, 2001, heart/lung, -, pmp, living
SE, 2002, kidney, 194, num, deceased
SE, 2002, liver, 95, num, deceased
SE, 2002, pancreas, 2, num, deceased
SE, 2002, heart, 19, num, deceased
SE, 2002, lung, 0, num, deceased
SE, 2002, heart/lung, -, num, deceased
SE, 2002, kidney, 21.70, pmp, deceased
SE, 2002, liver, 10.60, pmp, deceased
SE, 2002, pancreas, 0.2, pmp, deceased
SE, 2002, heart, 2.10, pmp, deceased
SE, 2002, lung, 0, pmp, deceased
SE, 2002, heart/lung, -, pmp, deceased
SE, 2002, kidney, 114, num, living
SE, 2002, liver, 5, num, living
SE, 2002, pancreas, -, num, living
SE, 2002, heart, -, num, living
SE, 2002, lung, -, num, living
SE, 2002, heart/lung, -, num, living
SE, 2002, kidney, 12.70, pmp, living
SE, 2002, liver, 0.5, pmp, living
SE, 2002, pancreas, -, pmp, living
SE, 2002, heart, -, pmp, living
SE, 2002, lung, -, pmp, living
SE, 2002, heart/lung, -, pmp, living
SE, 2003, kidney, 215, num, deceased
SE, 2003, liver, 115, num, deceased
SE, 2003, pancreas, 1, num, deceased
SE, 2003, heart, 36, num, deceased
SE, 2003, lung, 0, num, deceased
SE, 2003, heart/lung, -, num, deceased
SE, 2003, kidney, 24.10, pmp, deceased
SE, 2003, liver, 12.90, pmp, deceased
SE, 2003, pancreas, 0.1, pmp, deceased
SE, 2003, heart, 4, pmp, deceased
SE, 2003, lung, 0, pmp, deceased
SE, 2003, heart/lung, -, pmp, deceased
SE, 2003, kidney, 130, num, living
SE, 2003, liver, 5, num, living
SE, 2003, pancreas, -, num, living
SE, 2003, heart, -, num, living
SE, 2003, lung, -, num, living
SE, 2003, heart/lung, -, num, living
SE, 2003, kidney, 14.60, pmp, living
SE, 2003, liver, 0.5, pmp, living
SE, 2003, pancreas, -, pmp, living
SE, 2003, heart, -, pmp, living
SE, 2003, lung, -, pmp, living
SE, 2003, heart/lung, -, pmp, living
SE, 2004, kidney, 230, num, deceased
SE, 2004, liver, 112, num, deceased
SE, 2004, pancreas, 3, num, deceased
SE, 2004, heart, 31, num, deceased
SE, 2004, lung, 0, num, deceased
SE, 2004, heart/lung, -, num, deceased
SE, 2004, kidney, 25.5, pmp, deceased
SE, 2004, liver, 12.40, pmp, deceased
SE, 2004, pancreas, 0.3, pmp, deceased
SE, 2004, heart, 3.40, pmp, deceased
SE, 2004, lung, 0, pmp, deceased
SE, 2004, heart/lung, -, pmp, deceased
SE, 2004, kidney, 142, num, living
SE, 2004, liver, 9, num, living
SE, 2004, pancreas, -, num, living
SE, 2004, heart, -, num, living
SE, 2004, lung, -, num, living
SE, 2004, heart/lung, -, num, living
SE, 2004, kidney, 15.70, pmp, living
SE, 2004, liver, 1, pmp, living
SE, 2004, pancreas, -, pmp, living
SE, 2004, heart, -, pmp, living
SE, 2004, lung, -, pmp, living
SE, 2004, heart/lung, -, pmp, living
SE, 2005, kidney, 214, num, deceased
SE, 2005, liver, 125, num, deceased
SE, 2005, pancreas, 2, num, deceased
SE, 2005, heart, 30, num, deceased
SE, 2005, lung, 0, num, deceased
SE, 2005, heart/lung, -, num, deceased
SE, 2005, kidney, 23.70, pmp, deceased
SE, 2005, liver, 13.80, pmp, deceased
SE, 2005, pancreas, 0.2, pmp, deceased
SE, 2005, heart, 3.30, pmp, deceased
SE, 2005, lung, 0, pmp, deceased
SE, 2005, heart/lung, -, pmp, deceased
SE, 2005, kidney, 172, num, living
SE, 2005, liver, 3, num, living
SE, 2005, pancreas, -, num, living
SE, 2005, heart, -, num, living
SE, 2005, lung, -, num, living
SE, 2005, heart/lung, -, num, living
SE, 2005, kidney, 19.10, pmp, living
SE, 2005, liver, 0.3, pmp, living
SE, 2005, pancreas, -, pmp, living
SE, 2005, heart, -, pmp, living
SE, 2005, lung, -, pmp, living
SE, 2005, heart/lung, -, pmp, living
SE, 2006, kidney, 221, num, deceased
SE, 2006, liver, 112, num, deceased
SE, 2006, pancreas, 0, num, deceased
SE, 2006, heart, 40, num, deceased
SE, 2006, lung, 28, num, deceased
SE, 2006, heart/lung, -, num, deceased
SE, 2006, kidney, 24.20, pmp, deceased
SE, 2006, liver, 12.30, pmp, deceased
SE, 2006, pancreas, 0, pmp, deceased
SE, 2006, heart, 4.40, pmp, deceased
SE, 2006, lung, 3.10, pmp, deceased
SE, 2006, heart/lung, -, pmp, deceased
SE, 2006, kidney, 131, num, living
SE, 2006, liver, 6, num, living
SE, 2006, pancreas, -, num, living
SE, 2006, heart, -, num, living
SE, 2006, lung, -, num, living
SE, 2006, heart/lung, -, num, living
SE, 2006, kidney, 14.40, pmp, living
SE, 2006, liver, 0.7, pmp, living
SE, 2006, pancreas, -, pmp, living
SE, 2006, heart, -, pmp, living
SE, 2006, lung, -, pmp, living
SE, 2006, heart/lung, -, pmp, living
SE, 2007, kidney, 256, num, deceased
SE, 2007, liver, 128, num, deceased
SE, 2007, pancreas, 0, num, deceased
SE, 2007, heart, 46, num, deceased
SE, 2007, lung, 22, num, deceased
SE, 2007, heart/lung, -, num, deceased
SE, 2007, kidney, 27.90, pmp, deceased
SE, 2007, liver, 14, pmp, deceased
SE, 2007, pancreas, 0, pmp, deceased
SE, 2007, heart, 5, pmp, deceased
SE, 2007, lung, 2.40, pmp, deceased
SE, 2007, heart/lung, -, pmp, deceased
SE, 2007, kidney, 123, num, living
SE, 2007, liver, 4, num, living
SE, 2007, pancreas, -, num, living
SE, 2007, heart, -, num, living
SE, 2007, lung, -, num, living
SE, 2007, heart/lung, -, num, living
SE, 2007, kidney, 13.40, pmp, living
SE, 2007, liver, 0.4, pmp, living
SE, 2007, pancreas, -, pmp, living
SE, 2007, heart, -, pmp, living
SE, 2007, lung, -, pmp, living
SE, 2007, heart/lung, -, pmp, living
SE, 2008, kidney, 263, num, deceased
SE, 2008, liver, 130, num, deceased
SE, 2008, pancreas, 0, num, deceased
SE, 2008, heart, 43, num, deceased
SE, 2008, lung, 27, num, deceased
SE, 2008, heart/lung, -, num, deceased
SE, 2008, kidney, 28.60, pmp, deceased
SE, 2008, liver, 14.10, pmp, deceased
SE, 2008, pancreas, 0, pmp, deceased
SE, 2008, heart, 4.70, pmp, deceased
SE, 2008, lung, 2.9, pmp, deceased
SE, 2008, heart/lung, -, pmp, deceased
SE, 2008, kidney, 136, num, living
SE, 2008, liver, 6, num, living
SE, 2008, pancreas, -, num, living
SE, 2008, heart, -, num, living
SE, 2008, lung, -, num, living
SE, 2008, heart/lung, -, num, living
SE, 2008, kidney, 14.80, pmp, living
SE, 2008, liver, 0.7, pmp, living
SE, 2008, pancreas, -, pmp, living
SE, 2008, heart, -, pmp, living
SE, 2008, lung, -, pmp, living
SE, 2008, heart/lung, -, pmp, living
SE, 2009, kidney, 229, num, deceased
SE, 2009, liver, 137, num, deceased
SE, 2009, pancreas, 20, num, deceased
SE, 2009, heart, 55, num, deceased
SE, 2009, lung, 16, num, deceased
SE, 2009, heart/lung, -, num, deceased
SE, 2009, kidney, 24.70, pmp, deceased
SE, 2009, liver, 14.70, pmp, deceased
SE, 2009, pancreas, 2.20, pmp, deceased
SE, 2009, heart, 5.90, pmp, deceased
SE, 2009, lung, 1.72, pmp, deceased
SE, 2009, heart/lung, -, pmp, deceased
SE, 2009, kidney, 164, num, living
SE, 2009, liver, 2, num, living
SE, 2009, pancreas, -, num, living
SE, 2009, heart, -, num, living
SE, 2009, lung, -, num, living
SE, 2009, heart/lung, -, num, living
SE, 2009, kidney, 17.70, pmp, living
SE, 2009, liver, 0.2, pmp, living
SE, 2009, pancreas, -, pmp, living
SE, 2009, heart, -, pmp, living
SE, 2009, lung, -, pmp, living
SE, 2009, heart/lung, -, pmp, living
SE, 2010, kidney, 202, num, deceased
SE, 2010, liver, 122, num, deceased
SE, 2010, pancreas, 26, num, deceased
SE, 2010, heart, 56, num, deceased
SE, 2010, lung, 15, num, deceased
SE, 2010, heart/lung, -, num, deceased
SE, 2010, kidney, 21.60, pmp, deceased
SE, 2010, liver, 13, pmp, deceased
SE, 2010, pancreas, 2.77, pmp, deceased
SE, 2010, heart, 5.90, pmp, deceased
SE, 2010, lung, 1.60, pmp, deceased
SE, 2010, heart/lung, -, pmp, deceased
SE, 2010, kidney, 168, num, living
SE, 2010, liver, 8, num, living
SE, 2010, pancreas, -, num, living
SE, 2010, heart, -, num, living
SE, 2010, lung, -, num, living
SE, 2010, heart/lung, -, num, living
SE, 2010, kidney, 17.90, pmp, living
SE, 2010, liver, 0.9, pmp, living
SE, 2010, pancreas, -, pmp, living
SE, 2010, heart, -, pmp, living
SE, 2010, lung, -, pmp, living
SE, 2010, heart/lung, -, pmp, living
SE, 2011, kidney, 251, num, deceased
SE, 2011, liver, 149, num, deceased
SE, 2011, pancreas, 35, num, deceased
SE, 2011, heart, 51, num, deceased
SE, 2011, lung, 60, num, deceased
SE, 2011, heart/lung, -, num, deceased
SE, 2011, kidney, 26.57, pmp, deceased
SE, 2011, liver, 15.77, pmp, deceased
SE, 2011, pancreas, 3.70, pmp, deceased
SE, 2011, heart, 5.40, pmp, deceased
SE, 2011, lung, 6.35, pmp, deceased
SE, 2011, heart/lung, -, pmp, deceased
SE, 2011, kidney, 184, num, living
SE, 2011, liver, 4, num, living
SE, 2011, pancreas, -, num, living
SE, 2011, heart, -, num, living
SE, 2011, lung, -, num, living
SE, 2011, heart/lung, -, num, living
SE, 2011, kidney, 19.48, pmp, living
SE, 2011, liver, 0.42, pmp, living
SE, 2011, pancreas, -, pmp, living
SE, 2011, heart, -, pmp, living
SE, 2011, lung, -, pmp, living
SE, 2011, heart/lung, -, pmp, living
SE, 2012, kidney, 243, num, deceased
SE, 2012, liver, 142, num, deceased
SE, 2012, pancreas, 28, num, deceased
SE, 2012, heart, 46, num, deceased
SE, 2012, lung, 60, num, deceased
SE, 2012, heart/lung, -, num, deceased
SE, 2012, kidney, 25.54, pmp, deceased
SE, 2012, liver, 14.92, pmp, deceased
SE, 2012, pancreas, 2.94, pmp, deceased
SE, 2012, heart, 4.83, pmp, deceased
SE, 2012, lung, 6.31, pmp, deceased
SE, 2012, heart/lung, -, pmp, deceased
SE, 2012, kidney, 155, num, living
SE, 2012, liver, 7, num, living
SE, 2012, pancreas, -, num, living
SE, 2012, heart, -, num, living
SE, 2012, lung, -, num, living
SE, 2012, heart/lung, -, num, living
SE, 2012, kidney, 16.29, pmp, living
SE, 2012, liver, 0.74, pmp, living
SE, 2012, pancreas, -, pmp, living
SE, 2012, heart, -, pmp, living
SE, 2012, lung, -, pmp, living
SE, 2012, heart/lung, -, pmp, living
SE, 2013, kidney, 270, num, deceased
SE, 2013, liver, 150, num, deceased
SE, 2013, pancreas, 38, num, deceased
SE, 2013, heart, 55, num, deceased
SE, 2013, lung, 58, num, deceased
SE, 2013, heart/lung, -, num, deceased
SE, 2013, kidney, 28.14, pmp, deceased
SE, 2013, liver, 15.63, pmp, deceased
SE, 2013, pancreas, 3.96, pmp, deceased
SE, 2013, heart, 5.73, pmp, deceased
SE, 2013, lung, 6.04, pmp, deceased
SE, 2013, heart/lung, -, pmp, deceased
SE, 2013, kidney, 151, num, living
SE, 2013, liver, 5, num, living
SE, 2013, pancreas, -, num, living
SE, 2013, heart, -, num, living
SE, 2013, lung, -, num, living
SE, 2013, heart/lung, -, num, living
SE, 2013, kidney, 15.74, pmp, living
SE, 2013, liver, 0.52, pmp, living
SE, 2013, pancreas, -, pmp, living
SE, 2013, heart, -, pmp, living
SE, 2013, lung, -, pmp, living
SE, 2013, heart/lung, -, pmp, living
SE, 2014, kidney, 289, num, deceased
SE, 2014, liver, 171, num, deceased
SE, 2014, pancreas, 38, num, deceased
SE, 2014, heart, 68, num, deceased
SE, 2014, lung, 65, num, deceased
SE, 2014, heart/lung, -, num, deceased
SE, 2014, kidney, 29.81, pmp, deceased
SE, 2014, liver, 17.64, pmp, deceased
SE, 2014, pancreas, 3.92, pmp, deceased
SE, 2014, heart, 7.01, pmp, deceased
SE, 2014, lung, 6.71, pmp, deceased
SE, 2014, heart/lung, -, pmp, deceased
SE, 2014, kidney, 151, num, living
SE, 2014, liver, 6, num, living
SE, 2014, pancreas, -, num, living
SE, 2014, heart, -, num, living
SE, 2014, lung, -, num, living
SE, 2014, heart/lung, -, num, living
SE, 2014, kidney, 15.58, pmp, living
SE, 2014, liver, 0.62, pmp, living
SE, 2014, pancreas, -, pmp, living
SE, 2014, heart, -, pmp, living
SE, 2014, lung, -, pmp, living
SE, 2014, heart/lung, -, pmp, living
SE, 2015, kidney, 295, num, deceased
SE, 2015, liver, 176, num, deceased
SE, 2015, pancreas, 30, num, deceased
SE, 2015, heart, 63, num, deceased
SE, 2015, lung, 48, num, deceased
SE, 2015, heart/lung, -, num, deceased
SE, 2015, kidney, 29.98, pmp, deceased
SE, 2015, liver, 17.89, pmp, deceased
SE, 2015, pancreas, 3.5, pmp, deceased
SE, 2015, heart, 6.40, pmp, deceased
SE, 2015, lung, 4.88, pmp, deceased
SE, 2015, heart/lung, -, pmp, deceased
SE, 2015, kidney, 131, num, living
SE, 2015, liver, 2, num, living
SE, 2015, pancreas, -, num, living
SE, 2015, heart, -, num, living
SE, 2015, lung, -, num, living
SE, 2015, heart/lung, -, num, living
SE, 2015, kidney, 13.32, pmp, living
SE, 2015, liver, 0.2, pmp, living
SE, 2015, pancreas, -, pmp, living
SE, 2015, heart, -, pmp, living
SE, 2015, lung, -, pmp, living
SE, 2015, heart/lung, -, pmp, living
SE, 2016, kidney, 290, num, deceased
SE, 2016, liver, 197, num, deceased
SE, 2016, pancreas, 24, num, deceased
SE, 2016, heart, 64, num, deceased
SE, 2016, lung, 62, num, deceased
SE, 2016, heart/lung, -, num, deceased
SE, 2016, kidney, 29.10, pmp, deceased
SE, 2016, liver, 19.76, pmp, deceased
SE, 2016, pancreas, 2.41, pmp, deceased
SE, 2016, heart, 6.42, pmp, deceased
SE, 2016, lung, 6.22, pmp, deceased
SE, 2016, heart/lung, -, pmp, deceased
SE, 2016, kidney, 135, num, living
SE, 2016, liver, 2, num, living
SE, 2016, pancreas, -, num, living
SE, 2016, heart, -, num, living
SE, 2016, lung, -, num, living
SE, 2016, heart/lung, -, num, living
SE, 2016, kidney, 14.54, pmp, living
SE, 2016, liver, 0.2, pmp, living
SE, 2016, pancreas, -, pmp, living
SE, 2016, heart, -, pmp, living
SE, 2016, lung, -, pmp, living
SE, 2016, heart/lung, -, pmp, living
SE, 2017, kidney, 349, num, deceased
SE, 2017, liver, 176, num, deceased
SE, 2017, pancreas, 25, num, deceased
SE, 2017, heart, 62, num, deceased
SE, 2017, lung, 65, num, deceased
SE, 2017, heart/lung, -, num, deceased
SE, 2017, kidney, 34.54, pmp, deceased
SE, 2017, liver, 17.42, pmp, deceased
SE, 2017, pancreas, 2.47, pmp, deceased
SE, 2017, heart, 6.14, pmp, deceased
SE, 2017, lung, 6.43, pmp, deceased
SE, 2017, heart/lung, -, pmp, deceased
SE, 2017, kidney, 125, num, living
SE, 2017, liver, 3, num, living
SE, 2017, pancreas, -, num, living
SE, 2017, heart, -, num, living
SE, 2017, lung, -, num, living
SE, 2017, heart/lung, -, num, living
SE, 2017, kidney, 12.37, pmp, living
SE, 2017, liver, 0.3, pmp, living
SE, 2017, pancreas, -, pmp, living
SE, 2017, heart, -, pmp, living
SE, 2017, lung, -, pmp, living
SE, 2017, heart/lung, -, pmp, living
SE, 2018, kidney, 304, num, deceased
SE, 2018, liver, 162, num, deceased
SE, 2018, pancreas, 18, num, deceased
SE, 2018, heart, 66, num, deceased
SE, 2018, lung, 74, num, deceased
SE, 2018, heart/lung, -, num, deceased
SE, 2018, kidney, 29.76, pmp, deceased
SE, 2018, liver, 15.86, pmp, deceased
SE, 2018, pancreas, 1.76, pmp, deceased
SE, 2018, heart, 6.46, pmp, deceased
SE, 2018, lung, 7.24, pmp, deceased
SE, 2018, heart/lung, -, pmp, deceased
SE, 2018, kidney, 144, num, living
SE, 2018, liver, 1, num, living
SE, 2018, pancreas, -, num, living
SE, 2018, heart, -, num, living
SE, 2018, lung, -, num, living
SE, 2018, heart/lung, -, num, living
SE, 2018, kidney, 14.10, pmp, living
SE, 2018, liver, 0.1, pmp, living
SE, 2018, pancreas, -, pmp, living
SE, 2018, heart, -, pmp, living
SE, 2018, lung, -, pmp, living
SE, 2018, heart/lung, -, pmp, living
SY, 2018, kidney, 0, num, deceased
SY, 2018, liver, 0, num, deceased
SY, 2018, pancreas, 0, num, deceased
SY, 2018, heart, 0, num, deceased
SY, 2018, lung, 0, num, deceased
SY, 2018, heart/lung, -, num, deceased
SY, 2018, kidney, 0, pmp, deceased
