BD, 1993, kidney, 0, num, deceased
BE, 1999, liver, 0, num, living
BE, 1999, pancreas, -, num, living
BE, 1999, heart, -, num, living
BE, 1999, lung, -, num, living
BE, 1999, heart/lung, -, num, living
BE, 1999, kidney, 1.7, pmp, living
BE, 1999, liver, 0, pmp, living
BE, 1999, pancreas, -, pmp, living
BE, 1999, heart, -, pmp, living
BE, 1999, lung, -, pmp, living
BE, 1999, heart/lung, -, pmp, living
BE, 2000, kidney, 448, num, deceased
BE, 2000, liver, 216, num, deceased
BE, 2000, pancreas, 0, num, deceased
BE, 2000, heart, 90, num, deceased
BE, 2000, lung, 10, num, deceased
BE, 2000, heart/lung, -, num, deceased
BE, 2000, kidney, 44.80, pmp, deceased
BE, 2000, liver, 21.60, pmp, deceased
BE, 2000, pancreas, 0, pmp, deceased
BE, 2000, heart, 9, pmp, deceased
BE, 2000, lung, 1, pmp, deceased
BE, 2000, heart/lung, -, pmp, deceased
BE, 2000, kidney, 18, num, living
BE, 2000, liver, 0, num, living
BE, 2000, pancreas, -, num, living
BE, 2000, heart, -, num, living
BE, 2000, lung, -, num, living
BE, 2000, heart/lung, -, num, living
BE, 2000, kidney, 1.8, pmp, living
BE, 2000, liver, 0, pmp, living
BE, 2000, pancreas, -, pmp, living
BE, 2000, heart, -, pmp, living
BE, 2000, lung, -, pmp, living
BE, 2000, heart/lung, -, pmp, living
BE, 2001, kidney, 340, num, deceased
BE, 2001, liver, 195, num, deceased
BE, 2001, pancreas, 0, num, deceased
BE, 2001, heart, 79, num, deceased
BE, 2001, lung, 14, num, deceased
BE, 2001, heart/lung, -, num, deceased
BE, 2001, kidney, 33, pmp, deceased
BE, 2001, liver, 18.90, pmp, deceased
BE, 2001, pancreas, 0, pmp, deceased
BE, 2001, heart, 7.60, pmp, deceased
BE, 2001, lung, 1.30, pmp, deceased
BE, 2001, heart/lung, -, pmp, deceased
BE, 2001, kidney, 26, num, living
BE, 2001, liver, 0, num, living
BE, 2001, pancreas, -, num, living
BE, 2001, heart, -, num, living
BE, 2001, lung, -, num, living
BE, 2001, heart/lung, -, num, living
BE, 2001, kidney, 2.60, pmp, living
BE, 2001, liver, 0, pmp, living
BE, 2001, pancreas, -, pmp, living
BE, 2001, heart, -, pmp, living
BE, 2001, lung, -, pmp, living
BE, 2001, heart/lung, -, pmp, living
BE, 2002, kidney, 312, num, deceased
BE, 2002, liver, 171, num, deceased
BE, 2002, pancreas, 66, num, deceased
BE, 2002, heart, 78, num, deceased
BE, 2002, lung, 0, num, deceased
BE, 2002, heart/lung, -, num, deceased
BE, 2002, kidney, 30.20, pmp, deceased
BE, 2002, liver, 16.60, pmp, deceased
BE, 2002, pancreas, 6.40, pmp, deceased
BE, 2002, heart, 7.5, pmp, deceased
BE, 2002, lung, 0, pmp, deceased
BE, 2002, heart/lung, -, pmp, deceased
BE, 2002, kidney, 25, num, living
BE, 2002, liver, 0, num, living
BE, 2002, pancreas, -, num, living
BE, 2002, heart, -, num, living
BE, 2002, lung, -, num, living
BE, 2002, heart/lung, -, num, living
BE, 2002, kidney, 2.5, pmp, living
BE, 2002, liver, 0, pmp, living
BE, 2002, pancreas, -, pmp, living
BE, 2002, heart, -, pmp, living
BE, 2002, lung, -, pmp, living
BE, 2002, heart/lung, -, pmp, living
BE, 2003, kidney, 434, num, deceased
BE, 2003, liver, 212, num, deceased
BE, 2003, pancreas, 27, num, deceased
BE, 2003, heart, 69, num, deceased
BE, 2003, lung, 0, num, deceased
BE, 2003, heart/lung, -, num, deceased
BE, 2003, kidney, 40.90, pmp, deceased
BE, 2003, liver, 20, pmp, deceased
BE, 2003, pancreas, 2.5, pmp, deceased
BE, 2003, heart, 6.5, pmp, deceased
BE, 2003, lung, 0, pmp, deceased
BE, 2003, heart/lung, -, pmp, deceased
BE, 2003, kidney, 9, num, living
BE, 2003, liver, 0, num, living
BE, 2003, pancreas, -, num, living
BE, 2003, heart, -, num, living
BE, 2003, lung, -, num, living
BE, 2003, heart/lung, -, num, living
BE, 2003, kidney, 0.9, pmp, living
BE, 2003, liver, 0, pmp, living
BE, 2003, pancreas, -, pmp, living
BE, 2003, heart, -, pmp, living
BE, 2003, lung, -, pmp, living
BE, 2003, heart/lung, -, pmp, living
BE, 2004, kidney, 316, num, deceased
BE, 2004, liver, 169, num, deceased
BE, 2004, pancreas, 5, num, deceased
BE, 2004, heart, 68, num, deceased
BE, 2004, lung, 28, num, deceased
BE, 2004, heart/lung, -, num, deceased
BE, 2004, kidney, 30.40, pmp, deceased
BE, 2004, liver, 16.30, pmp, deceased
BE, 2004, pancreas, 0.5, pmp, deceased
BE, 2004, heart, 6.5, pmp, deceased
BE, 2004, lung, 2.70, pmp, deceased
BE, 2004, heart/lung, -, pmp, deceased
BE, 2004, kidney, 13, num, living
BE, 2004, liver, 0, num, living
BE, 2004, pancreas, -, num, living
BE, 2004, heart, -, num, living
BE, 2004, lung, -, num, living
BE, 2004, heart/lung, -, num, living
BE, 2004, kidney, 1.20, pmp, living
BE, 2004, liver, 0, pmp, living
BE, 2004, pancreas, -, pmp, living
BE, 2004, heart, -, pmp, living
BE, 2004, lung, -, pmp, living
BE, 2004, heart/lung, -, pmp, living
BE, 2005, kidney, 318, num, deceased
BE, 2005, liver, 182, num, deceased
BE, 2005, pancreas, 4, num, deceased
BE, 2005, heart, 67, num, deceased
BE, 2005, lung, 19, num, deceased
BE, 2005, heart/lung, -, num, deceased
BE, 2005, kidney, 30.60, pmp, deceased
BE, 2005, liver, 17.5, pmp, deceased
BE, 2005, pancreas, 0.4, pmp, deceased
BE, 2005, heart, 6.40, pmp, deceased
BE, 2005, lung, 1.8, pmp, deceased
BE, 2005, heart/lung, -, pmp, deceased
BE, 2005, kidney, 15, num, living
BE, 2005, liver, 32, num, living
BE, 2005, pancreas, -, num, living
BE, 2005, heart, -, num, living
BE, 2005, lung, -, num, living
BE, 2005, heart/lung, -, num, living
BE, 2005, kidney, 1.40, pmp, living
BE, 2005, liver, 3.10, pmp, living
BE, 2005, pancreas, -, pmp, living
BE, 2005, heart, -, pmp, living
BE, 2005, lung, -, pmp, living
BE, 2005, heart/lung, -, pmp, living
BE, 2006, kidney, 403, num, deceased
BE, 2006, liver, 193, num, deceased
BE, 2006, pancreas, 4, num, deceased
BE, 2006, heart, 66, num, deceased
BE, 2006, lung, 34, num, deceased
BE, 2006, heart/lung, -, num, deceased
BE, 2006, kidney, 38.90, pmp, deceased
BE, 2006, liver, 18.60, pmp, deceased
BE, 2006, pancreas, 0.4, pmp, deceased
BE, 2006, heart, 6.20, pmp, deceased
BE, 2006, lung, 2.80, pmp, deceased
BE, 2006, heart/lung, -, pmp, deceased
BE, 2006, kidney, 10, num, living
BE, 2006, liver, 21, num, living
BE, 2006, pancreas, -, num, living
BE, 2006, heart, -, num, living
BE, 2006, lung, -, num, living
BE, 2006, heart/lung, -, num, living
BE, 2006, kidney, 0.9, pmp, living
BE, 2006, liver, 1.9, pmp, living
BE, 2006, pancreas, -, pmp, living
BE, 2006, heart, -, pmp, living
BE, 2006, lung, -, pmp, living
BE, 2006, heart/lung, -, pmp, living
BE, 2007, kidney, 419, num, deceased
BE, 2007, liver, 216, num, deceased
BE, 2007, pancreas, 39, num, deceased
BE, 2007, heart, 66, num, deceased
BE, 2007, lung, 21, num, deceased
BE, 2007, heart/lung, -, num, deceased
BE, 2007, kidney, 40.30, pmp, deceased
BE, 2007, liver, 20.80, pmp, deceased
BE, 2007, pancreas, 3.80, pmp, deceased
BE, 2007, heart, 6.40, pmp, deceased
BE, 2007, lung, 2, pmp, deceased
BE, 2007, heart/lung, -, pmp, deceased
BE, 2007, kidney, 25, num, living
BE, 2007, liver, 26, num, living
BE, 2007, pancreas, -, num, living
BE, 2007, heart, -, num, living
BE, 2007, lung, -, num, living
BE, 2007, heart/lung, -, num, living
BE, 2007, kidney, 2.40, pmp, living
BE, 2007, liver, 2.5, pmp, living
BE, 2007, pancreas, -, pmp, living
BE, 2007, heart, -, pmp, living
BE, 2007, lung, -, pmp, living
BE, 2007, heart/lung, -, pmp, living
BE, 2008, kidney, 407, num, deceased
BE, 2008, liver, 186, num, deceased
BE, 2008, pancreas, 2, num, deceased
BE, 2008, heart, 71, num, deceased
BE, 2008, lung, 15, num, deceased
BE, 2008, heart/lung, -, num, deceased
BE, 2008, kidney, 38, pmp, deceased
BE, 2008, liver, 17.40, pmp, deceased
BE, 2008, pancreas, 0.2, pmp, deceased
BE, 2008, heart, 6.60, pmp, deceased
BE, 2008, lung, 1.40, pmp, deceased
BE, 2008, heart/lung, -, pmp, deceased
BE, 2008, kidney, 32, num, living
BE, 2008, liver, 27, num, living
BE, 2008, pancreas, -, num, living
BE, 2008, heart, -, num, living
BE, 2008, lung, -, num, living
BE, 2008, heart/lung, -, num, living
BE, 2008, kidney, 3, pmp, living
BE, 2008, liver, 2.5, pmp, living
BE, 2008, pancreas, -, pmp, living
BE, 2008, heart, -, pmp, living
BE, 2008, lung, -, pmp, living
BE, 2008, heart/lung, -, pmp, living
BE, 2009, kidney, 442, num, deceased
BE, 2009, liver, 203, num, deceased
BE, 2009, pancreas, 29, num, deceased
BE, 2009, heart, 65, num, deceased
BE, 2009, lung, 11, num, deceased
BE, 2009, heart/lung, -, num, deceased
BE, 2009, kidney, 41.40, pmp, deceased
BE, 2009, liver, 18.90, pmp, deceased
BE, 2009, pancreas, 2.70, pmp, deceased
BE, 2009, heart, 6.10, pmp, deceased
BE, 2009, lung, 1, pmp, deceased
BE, 2009, heart/lung, -, pmp, deceased
BE, 2009, kidney, 45, num, living
BE, 2009, liver, 13, num, living
BE, 2009, pancreas, -, num, living
BE, 2009, heart, -, num, living
BE, 2009, lung, -, num, living
BE, 2009, heart/lung, -, num, living
BE, 2009, kidney, 4.20, pmp, living
BE, 2009, liver, 1.20, pmp, living
BE, 2009, pancreas, -, pmp, living
BE, 2009, heart, -, pmp, living
BE, 2009, lung, -, pmp, living
BE, 2009, heart/lung, -, pmp, living
BE, 2010, kidney, 428, num, deceased
BE, 2010, liver, 188, num, deceased
BE, 2010, pancreas, 21, num, deceased
BE, 2010, heart, 64, num, deceased
BE, 2010, lung, 21, num, deceased
BE, 2010, heart/lung, -, num, deceased
BE, 2010, kidney, 39.60, pmp, deceased
BE, 2010, liver, 18.03, pmp, deceased
BE, 2010, pancreas, 2.01, pmp, deceased
BE, 2010, heart, 6.10, pmp, deceased
BE, 2010, lung, 2.01, pmp, deceased
BE, 2010, heart/lung, -, pmp, deceased
BE, 2010, kidney, 49, num, living
BE, 2010, liver, 23, num, living
BE, 2010, pancreas, -, num, living
BE, 2010, heart, -, num, living
BE, 2010, lung, -, num, living
BE, 2010, heart/lung, -, num, living
BE, 2010, kidney, 4.5, pmp, living
BE, 2010, liver, 2.10, pmp, living
BE, 2010, pancreas, -, pmp, living
BE, 2010, heart, -, pmp, living
BE, 2010, lung, -, pmp, living
BE, 2010, heart/lung, -, pmp, living
BE, 2011, kidney, 482, num, deceased
BE, 2011, liver, 262, num, deceased
BE, 2011, pancreas, 32, num, deceased
BE, 2011, heart, 76, num, deceased
BE, 2011, lung, 116, num, deceased
BE, 2011, heart/lung, -, num, deceased
BE, 2011, kidney, 43.82, pmp, deceased
BE, 2011, liver, 23.82, pmp, deceased
BE, 2011, pancreas, 2.9, pmp, deceased
BE, 2011, heart, 6.91, pmp, deceased
BE, 2011, lung, 10.55, pmp, deceased
BE, 2011, heart/lung, -, pmp, deceased
BE, 2011, kidney, 40, num, living
BE, 2011, liver, 37, num, living
BE, 2011, pancreas, -, num, living
BE, 2011, heart, -, num, living
BE, 2011, lung, -, num, living
BE, 2011, heart/lung, -, num, living
BE, 2011, kidney, 3.60, pmp, living
BE, 2011, liver, 3.40, pmp, living
BE, 2011, pancreas, -, pmp, living
BE, 2011, heart, -, pmp, living
BE, 2011, lung, -, pmp, living
BE, 2011, heart/lung, -, pmp, living
BE, 2012, kidney, 480, num, deceased
BE, 2012, liver, 250, num, deceased
BE, 2012, pancreas, 32, num, deceased
BE, 2012, heart, 77, num, deceased
BE, 2012, lung, 129, num, deceased
BE, 2012, heart/lung, -, num, deceased
BE, 2012, kidney, 43.63, pmp, deceased
BE, 2012, liver, 22.72, pmp, deceased
BE, 2012, pancreas, 2.9, pmp, deceased
BE, 2012, heart, 7, pmp, deceased
BE, 2012, lung, 11.72, pmp, deceased
BE, 2012, heart/lung, -, pmp, deceased
BE, 2012, kidney, 57, num, living
BE, 2012, liver, 32, num, living
BE, 2012, pancreas, -, num, living
BE, 2012, heart, -, num, living
BE, 2012, lung, -, num, living
BE, 2012, heart/lung, -, num, living
BE, 2012, kidney, 5.18, pmp, living
BE, 2012, liver, 2.9, pmp, living
BE, 2012, pancreas, -, pmp, living
BE, 2012, heart, -, pmp, living
BE, 2012, lung, -, pmp, living
BE, 2012, heart/lung, -, pmp, living
BE, 2013, kidney, 435, num, deceased
BE, 2013, liver, 256, num, deceased
BE, 2013, pancreas, 17, num, deceased
BE, 2013, heart, 75, num, deceased
BE, 2013, lung, 101, num, deceased
BE, 2013, heart/lung, -, num, deceased
BE, 2013, kidney, 39, pmp, deceased
BE, 2013, liver, 23, pmp, deceased
BE, 2013, pancreas, 1.52, pmp, deceased
BE, 2013, heart, 6.70, pmp, deceased
BE, 2013, lung, 9.07, pmp, deceased
BE, 2013, heart/lung, -, pmp, deceased
BE, 2013, kidney, 63, num, living
BE, 2013, liver, 42, num, living
BE, 2013, pancreas, -, num, living
BE, 2013, heart, -, num, living
BE, 2013, lung, -, num, living
BE, 2013, heart/lung, -, num, living
BE, 2013, kidney, 5.66, pmp, living
BE, 2013, liver, 3.80, pmp, living
BE, 2013, pancreas, -, pmp, living
BE, 2013, heart, -, pmp, living
BE, 2013, lung, -, pmp, living
BE, 2013, heart/lung, -, pmp, living
BE, 2014, kidney, 481, num, deceased
BE, 2014, liver, 261, num, deceased
BE, 2014, pancreas, 18, num, deceased
BE, 2014, heart, 82, num, deceased
BE, 2014, lung, 103, num, deceased
BE, 2014, heart/lung, -, num, deceased
BE, 2014, kidney, 43, pmp, deceased
BE, 2014, liver, 23.40, pmp, deceased
BE, 2014, pancreas, 1.7, pmp, deceased
BE, 2014, heart, 7.40, pmp, deceased
BE, 2014, lung, 9.20, pmp, deceased
BE, 2014, heart/lung, -, pmp, deceased
BE, 2014, kidney, 67, num, living
BE, 2014, liver, 40, num, living
BE, 2014, pancreas, -, num, living
BE, 2014, heart, -, num, living
BE, 2014, lung, -, num, living
BE, 2014, heart/lung, -, num, living
BE, 2014, kidney, 6.10, pmp, living
BE, 2014, liver, 3.60, pmp, living
BE, 2014, pancreas, -, pmp, living
BE, 2014, heart, -, pmp, living
BE, 2014, lung, -, pmp, living
BE, 2014, heart/lung, -, pmp, living
BE, 2015, kidney, 480, num, deceased
BE, 2015, liver, 251, num, deceased
BE, 2015, pancreas, 20, num, deceased
BE, 2015, heart, 82, num, deceased
BE, 2015, lung, 114, num, deceased
BE, 2015, heart/lung, -, num, deceased
BE, 2015, kidney, 42.66, pmp, deceased
BE, 2015, liver, 22.31, pmp, deceased
BE, 2015, pancreas, 1.77, pmp, deceased
BE, 2015, heart, 7.28, pmp, deceased
BE, 2015, lung, 10.13, pmp, deceased
BE, 2015, heart/lung, -, pmp, deceased
BE, 2015, kidney, 57, num, living
BE, 2015, liver, 33, num, living
BE, 2015, pancreas, -, num, living
BE, 2015, heart, -, num, living
BE, 2015, lung, -, num, living
BE, 2015, heart/lung, -, num, living
BE, 2015, kidney, 5.07, pmp, living
BE, 2015, liver, 2.93, pmp, living
BE, 2015, pancreas, -, pmp, living
BE, 2015, heart, -, pmp, living
BE, 2015, lung, -, pmp, living
BE, 2015, heart/lung, -, pmp, living
BE, 2016, kidney, 453, num, deceased
BE, 2016, liver, 256, num, deceased
BE, 2016, pancreas, 23, num, deceased
BE, 2016, heart, 70, num, deceased
BE, 2016, lung, 129, num, deceased
BE, 2016, heart/lung, -, num, deceased
BE, 2016, kidney, 40.09, pmp, deceased
BE, 2016, liver, 22.66, pmp, deceased
BE, 2016, pancreas, 2.04, pmp, deceased
BE, 2016, heart, 6.20, pmp, deceased
BE, 2016, lung, 11.42, pmp, deceased
BE, 2016, heart/lung, -, pmp, deceased
BE, 2016, kidney, 67, num, living
BE, 2016, liver, 46, num, living
BE, 2016, pancreas, -, num, living
BE, 2016, heart, -, num, living
BE, 2016, lung, -, num, living
BE, 2016, heart/lung, -, num, living
BE, 2016, kidney, 5.93, pmp, living
BE, 2016, liver, 4.07, pmp, living
BE, 2016, pancreas, -, pmp, living
BE, 2016, heart, -, pmp, living
BE, 2016, lung, -, pmp, living
BE, 2016, heart/lung, -, pmp, living
BE, 2017, kidney, 485, num, deceased
BE, 2017, liver, 269, num, deceased
BE, 2017, pancreas, 17, num, deceased
BE, 2017, heart, 79, num, deceased
BE, 2017, lung, 119, num, deceased
BE, 2017, heart/lung, -, num, deceased
BE, 2017, kidney, 42.92, pmp, deceased
BE, 2017, liver, 23.81, pmp, deceased
BE, 2017, pancreas, 1.5, pmp, deceased
BE, 2017, heart, 6.99, pmp, deceased
BE, 2017, lung, 10.53, pmp, deceased
BE, 2017, heart/lung, -, pmp, deceased
BE, 2017, kidney, 63, num, living
BE, 2017, liver, 36, num, living
BE, 2017, pancreas, -, num, living
BE, 2017, heart, -, num, living
BE, 2017, lung, -, num, living
BE, 2017, heart/lung, -, num, living
BE, 2017, kidney, 5.58, pmp, living
BE, 2017, liver, 3.19, pmp, living
BE, 2017, pancreas, -, pmp, living
BE, 2017, heart, -, pmp, living
BE, 2017, lung, -, pmp, living
BE, 2017, heart/lung, -, pmp, living
BE, 2018, kidney, 474, num, deceased
BE, 2018, liver, 275, num, deceased
BE, 2018, pancreas, 28, num, deceased
BE, 2018, heart, 76, num, deceased
BE, 2018, lung, 116, num, deceased
BE, 2018, heart/lung, -, num, deceased
BE, 2018, kidney, 41.60, pmp, deceased
BE, 2018, liver, 24.10, pmp, deceased
BE, 2018, pancreas, 2.5, pmp, deceased
BE, 2018, heart, 6.70, pmp, deceased
BE, 2018, lung, 10.20, pmp, deceased
BE, 2018, heart/lung, -, pmp, deceased
BE, 2018, kidney, 57, num, living
BE, 2018, liver, 33, num, living
BE, 2018, pancreas, -, num, living
BE, 2018, heart, -, num, living
BE, 2018, lung, -, num, living
BE, 2018, heart/lung, -, num, living
BE, 2018, kidney, 5, pmp, living
BE, 2018, liver, 2.9, pmp, living
BE, 2018, pancreas, -, pmp, living
BE, 2018, heart, -, pmp, living
BE, 2018, lung, -, pmp, living
BE, 2018, heart/lung, -, pmp, living
BO, 2017, kidney, 20, num, deceased
BO, 2017, liver, 1, num, deceased
BO, 2017, pancreas, 0, num, deceased
BO, 2017, heart, 0, num, deceased
BO, 2017, lung, 0, num, deceased
BO, 2017, heart/lung, -, num, deceased
BO, 2017, kidney, 0.18, pmp, deceased
BO, 2017, liver, 0.09, pmp, deceased
BO, 2017, pancreas, 0, pmp, deceased
BO, 2017, heart, 0, pmp, deceased
BO, 2017, lung, 0, pmp, deceased
BO, 2017, heart/lung, -, pmp, deceased
BO, 2017, kidney, 61, num, living
BO, 2017, liver, 0, num, living
BO, 2017, pancreas, -, num, living
BO, 2017, heart, -, num, living
BO, 2017, lung, -, num, living
BO, 2017, heart/lung, -, num, living
BO, 2017, kidney, 5.5, pmp, living
BO, 2017, liver, 0, pmp, living
BO, 2017, pancreas, -, pmp, living
BO, 2017, heart, -, pmp, living
BO, 2017, lung, -, pmp, living
BO, 2017, heart/lung, -, pmp, living
BO, 2017, kidney, 20, num, deceased
BO, 2017, liver, 1, num, deceased
BO, 2017, pancreas, 0, num, deceased
BO, 2017, heart, 0, num, deceased
BO, 2017, lung, 0, num, deceased
BO, 2017, heart/lung, -, num, deceased
BO, 2017, kidney, 0.18, pmp, deceased
BO, 2017, liver, 0.09, pmp, deceased
BO, 2017, pancreas, 0, pmp, deceased
BO, 2017, heart, 0, pmp, deceased
BO, 2017, lung, 0, pmp, deceased
BO, 2017, heart/lung, -, pmp, deceased
BO, 2017, kidney, 61, num, living
BO, 2017, liver, 0, num, living
BO, 2017, pancreas, -, num, living
BO, 2017, heart, -, num, living
BO, 2017, lung, -, num, living
BO, 2017, heart/lung, -, num, living
BO, 2017, kidney, 5.5, pmp, living
BO, 2017, liver, 0, pmp, living
BO, 2017, pancreas, -, pmp, living
BO, 2017, heart, -, pmp, living
BO, 2017, lung, -, pmp, living
BO, 2017, heart/lung, -, pmp, living
BO, 2017, kidney, 20, num, deceased
BO, 2017, liver, 1, num, deceased
BO, 2017, pancreas, 0, num, deceased
BO, 2017, heart, 0, num, deceased
BO, 2017, lung, 0, num, deceased
BO, 2017, heart/lung, -, num, deceased
BO, 2017, kidney, 0.18, pmp, deceased
BO, 2017, liver, 0.09, pmp, deceased
BO, 2017, pancreas, 0, pmp, deceased
BO, 2017, heart, 0, pmp, deceased
BO, 2017, lung, 0, pmp, deceased
BO, 2017, heart/lung, -, pmp, deceased
BO, 2017, kidney, 61, num, living
BO, 2017, liver, 0, num, living
BO, 2017, pancreas, -, num, living
BO, 2017, heart, -, num, living
BO, 2017, lung, -, num, living
BO, 2017, heart/lung, -, num, living
BO, 2017, kidney, 5.5, pmp, living
BO, 2017, liver, 0, pmp, living
BO, 2017, pancreas, -, pmp, living
BO, 2017, heart, -, pmp, living
BO, 2017, lung, -, pmp, living
BO, 2017, heart/lung, -, pmp, living
BO, 2017, kidney, 20, num, deceased
BO, 2017, liver, 1, num, deceased
BO, 2017, pancreas, 0, num, deceased
BO, 2017, heart, 0, num, deceased
BO, 2017, lung, 0, num, deceased
BO, 2017, heart/lung, -, num, deceased
BO, 2017, kidney, 0.18, pmp, deceased
BO, 2017, liver, 0.09, pmp, deceased
BO, 2017, pancreas, 0, pmp, deceased
BO, 2017, heart, 0, pmp, deceased
BO, 2017, lung, 0, pmp, deceased
BO, 2017, heart/lung, -, pmp, deceased
BO, 2017, kidney, 61, num, living
BO, 2017, liver, 0, num, living
BO, 2017, pancreas, -, num, living
BO, 2017, heart, -, num, living
BO, 2017, lung, -, num, living
BO, 2017, heart/lung, -, num, living
BO, 2017, kidney, 5.5, pmp, living
BO, 2017, liver, 0, pmp, living
BO, 2017, pancreas, -, pmp, living
BO, 2017, heart, -, pmp, living
BO, 2017, lung, -, pmp, living
BO, 2017, heart/lung, -, pmp, living
BO, 2017, kidney, 20, num, deceased
BO, 2017, liver, 1, num, deceased
BO, 2017, pancreas, 0, num, deceased
BO, 2017, heart, 0, num, deceased
BO, 2017, lung, 0, num, deceased
BO, 2017, heart/lung, -, num, deceased
BO, 2017, kidney, 0.18, pmp, deceased
BO, 2017, liver, 0.09, pmp, deceased
BO, 2017, pancreas, 0, pmp, deceased
BO, 2017, heart, 0, pmp, deceased
BO, 2017, lung, 0, pmp, deceased
BO, 2017, heart/lung, -, pmp, deceased
BO, 2017, kidney, 61, num, living
BO, 2017, liver, 0, num, living
BO, 2017, pancreas, -, num, living
BO, 2017, heart, -, num, living
BO, 2017, lung, -, num, living
BO, 2017, heart/lung, -, num, living
BO, 2017, kidney, 5.5, pmp, living
BO, 2017, liver, 0, pmp, living
BO, 2017, pancreas, -, pmp, living
BO, 2017, heart, -, pmp, living
BO, 2017, lung, -, pmp, living
BO, 2017, heart/lung, -, pmp, living
BO, 1998, kidney, 0, num, deceased
BO, 1998, liver, 0, num, deceased
BO, 1998, pancreas, 0, num, deceased
BO, 1998, heart, 0, num, deceased
BO, 1998, lung, 0, num, deceased
BO, 1998, heart/lung, -, num, deceased
BO, 1998, kidney, 0, pmp, deceased
BO, 1998, liver, 0, pmp, deceased
BO, 1998, pancreas, 0, pmp, deceased
BO, 1998, heart, 0, pmp, deceased
BO, 1998, lung, 0, pmp, deceased
BO, 1998, heart/lung, -, pmp, deceased
BO, 1998, kidney, 0, num, living
BO, 1998, liver, 0, num, living
BO, 1998, pancreas, -, num, living
BO, 1998, heart, -, num, living
BO, 1998, lung, -, num, living
BO, 1998, heart/lung, -, num, living
BO, 1998, kidney, 0, pmp, living
BO, 1998, liver, 0, pmp, living
BO, 1998, pancreas, -, pmp, living
BO, 1998, heart, -, pmp, living
BO, 1998, lung, -, pmp, living
BO, 1998, heart/lung, -, pmp, living
BO, 2017, kidney, 20, num, deceased
BO, 2017, liver, 1, num, deceased
BO, 2017, pancreas, 0, num, deceased
BO, 2017, heart, 0, num, deceased
BO, 2017, lung, 0, num, deceased
BO, 2017, heart/lung, -, num, deceased
BO, 2017, kidney, 0.18, pmp, deceased
BO, 2017, liver, 0.09, pmp, deceased
BO, 2017, pancreas, 0, pmp, deceased
BO, 2017, heart, 0, pmp, deceased
BO, 2017, lung, 0, pmp, deceased
BO, 2017, heart/lung, -, pmp, deceased
BO, 2017, kidney, 61, num, living
BO, 2017, liver, 0, num, living
BO, 2017, pancreas, -, num, living
BO, 2017, heart, -, num, living
BO, 2017, lung, -, num, living
BO, 2017, heart/lung, -, num, living
BO, 2017, kidney, 5.5, pmp, living
BO, 2017, liver, 0, pmp, living
BO, 2017, pancreas, -, pmp, living
BO, 2017, heart, -, pmp, living
BO, 2017, lung, -, pmp, living
BO, 2017, heart/lung, -, pmp, living
BO, 2017, kidney, 20, num, deceased
BO, 2017, liver, 1, num, deceased
BO, 2017, pancreas, 0, num, deceased
BO, 2017, heart, 0, num, deceased
BO, 2017, lung, 0, num, deceased
BO, 2017, heart/lung, -, num, deceased
BO, 2017, kidney, 0.18, pmp, deceased
BO, 2017, liver, 0.09, pmp, deceased
BO, 2017, pancreas, 0, pmp, deceased
BO, 2017, heart, 0, pmp, deceased
BO, 2017, lung, 0, pmp, deceased
BO, 2017, heart/lung, -, pmp, deceased
BO, 2017, kidney, 61, num, living
BO, 2017, liver, 0, num, living
BO, 2017, pancreas, -, num, living
BO, 2017, heart, -, num, living
BO, 2017, lung, -, num, living
BO, 2017, heart/lung, -, num, living
BO, 2017, kidney, 5.5, pmp, living
BO, 2017, liver, 0, pmp, living
BO, 2017, pancreas, -, pmp, living
BO, 2017, heart, -, pmp, living
BO, 2017, lung, -, pmp, living
BO, 2017, heart/lung, -, pmp, living
BO, 2017, kidney, 20, num, deceased
BO, 2017, liver, 1, num, deceased
BO, 2017, pancreas, 0, num, deceased
BO, 2017, heart, 0, num, deceased
BO, 2017, lung, 0, num, deceased
BO, 2017, heart/lung, -, num, deceased
BO, 2017, kidney, 0.18, pmp, deceased
BO, 2017, liver, 0.09, pmp, deceased
BO, 2017, pancreas, 0, pmp, deceased
BO, 2017, heart, 0, pmp, deceased
BO, 2017, lung, 0, pmp, deceased
BO, 2017, heart/lung, -, pmp, deceased
BO, 2017, kidney, 61, num, living
BO, 2017, liver, 0, num, living
BO, 2017, pancreas, -, num, living
BO, 2017, heart, -, num, living
BO, 2017, lung, -, num, living
BO, 2017, heart/lung, -, num, living
BO, 2017, kidney, 5.5, pmp, living
BO, 2017, liver, 0, pmp, living
BO, 2017, pancreas, -, pmp, living
BO, 2017, heart, -, pmp, living
BO, 2017, lung, -, pmp, living
BO, 2017, heart/lung, -, pmp, living
BO, 2017, kidney, 20, num, deceased
BO, 2017, liver, 1, num, deceased
BO, 2017, pancreas, 0, num, deceased
BO, 2017, heart, 0, num, deceased
BO, 2017, lung, 0, num, deceased
BO, 2017, heart/lung, -, num, deceased
BO, 2017, kidney, 0.18, pmp, deceased
BO, 2017, liver, 0.09, pmp, deceased
BO, 2017, pancreas, 0, pmp, deceased
BO, 2017, heart, 0, pmp, deceased
BO, 2017, lung, 0, pmp, deceased
BO, 2017, heart/lung, -, pmp, deceased
BO, 2017, kidney, 61, num, living
BO, 2017, liver, 0, num, living
BO, 2017, pancreas, -, num, living
BO, 2017, heart, -, num, living
BO, 2017, lung, -, num, living
