KW, 2017, kidney, 29, num, deceased
LU, 2012, heart/lung, -, num, deceased
LU, 2012, kidney, 7.90, pmp, deceased
LU, 2012, liver, 7.90, pmp, deceased
LU, 2012, pancreas, 3.9, pmp, deceased
LU, 2012, heart, 3.9, pmp, deceased
LU, 2012, lung, 5.90, pmp, deceased
LU, 2012, heart/lung, -, pmp, deceased
LU, 2012, kidney, 0, num, living
LU, 2012, liver, 0, num, living
LU, 2012, pancreas, -, num, living
LU, 2012, heart, -, num, living
LU, 2012, lung, -, num, living
LU, 2012, heart/lung, -, num, living
LU, 2012, kidney, 0, pmp, living
LU, 2012, liver, 0, pmp, living
LU, 2012, pancreas, -, pmp, living
LU, 2012, heart, -, pmp, living
LU, 2012, lung, -, pmp, living
LU, 2012, heart/lung, -, pmp, living
LU, 2013, kidney, 8, num, deceased
LU, 2013, liver, 6, num, deceased
LU, 2013, pancreas, 1, num, deceased
LU, 2013, heart, 2, num, deceased
LU, 2013, lung, 2, num, deceased
LU, 2013, heart/lung, -, num, deceased
LU, 2013, kidney, 14.90, pmp, deceased
LU, 2013, liver, 11.20, pmp, deceased
LU, 2013, pancreas, 1.9, pmp, deceased
LU, 2013, heart, 3.70, pmp, deceased
LU, 2013, lung, 3.70, pmp, deceased
LU, 2013, heart/lung, -, pmp, deceased
LU, 2013, kidney, 0, num, living
LU, 2013, liver, 0, num, living
LU, 2013, pancreas, -, num, living
LU, 2013, heart, -, num, living
LU, 2013, lung, -, num, living
LU, 2013, heart/lung, -, num, living
LU, 2013, kidney, 0, pmp, living
LU, 2013, liver, 0, pmp, living
LU, 2013, pancreas, -, pmp, living
LU, 2013, heart, -, pmp, living
LU, 2013, lung, -, pmp, living
LU, 2013, heart/lung, -, pmp, living
LU, 2014, kidney, 4, num, deceased
LU, 2014, liver, 3, num, deceased
LU, 2014, pancreas, 1, num, deceased
LU, 2014, heart, 2, num, deceased
LU, 2014, lung, 0, num, deceased
LU, 2014, heart/lung, -, num, deceased
LU, 2014, kidney, 7.30, pmp, deceased
LU, 2014, liver, 5.5, pmp, deceased
LU, 2014, pancreas, 1.8, pmp, deceased
LU, 2014, heart, 3.60, pmp, deceased
LU, 2014, lung, 0, pmp, deceased
LU, 2014, heart/lung, -, pmp, deceased
LU, 2014, kidney, 0, num, living
LU, 2014, liver, 0, num, living
LU, 2014, pancreas, -, num, living
LU, 2014, heart, -, num, living
LU, 2014, lung, -, num, living
LU, 2014, heart/lung, -, num, living
LU, 2014, kidney, 0, pmp, living
LU, 2014, liver, 0, pmp, living
LU, 2014, pancreas, -, pmp, living
LU, 2014, heart, -, pmp, living
LU, 2014, lung, -, pmp, living
LU, 2014, heart/lung, -, pmp, living
LU, 2015, kidney, 0, num, deceased
LU, 2015, liver, 0, num, deceased
LU, 2015, pancreas, 0, num, deceased
LU, 2015, heart, 0, num, deceased
LU, 2015, lung, 0, num, deceased
LU, 2015, heart/lung, -, num, deceased
LU, 2015, kidney, 0, pmp, deceased
LU, 2015, liver, 0, pmp, deceased
LU, 2015, pancreas, 0, pmp, deceased
LU, 2015, heart, 0, pmp, deceased
LU, 2015, lung, 0, pmp, deceased
LU, 2015, heart/lung, -, pmp, deceased
LU, 2015, kidney, 0, num, living
LU, 2015, liver, 0, num, living
LU, 2015, pancreas, -, num, living
LU, 2015, heart, -, num, living
LU, 2015, lung, -, num, living
LU, 2015, heart/lung, -, num, living
LU, 2015, kidney, 0, pmp, living
LU, 2015, liver, 0, pmp, living
LU, 2015, pancreas, -, pmp, living
LU, 2015, heart, -, pmp, living
LU, 2015, lung, -, pmp, living
LU, 2015, heart/lung, -, pmp, living
LU, 2016, kidney, 0, num, deceased
LU, 2016, liver, 0, num, deceased
LU, 2016, pancreas, 0, num, deceased
LU, 2016, heart, 0, num, deceased
LU, 2016, lung, 0, num, deceased
LU, 2016, heart/lung, -, num, deceased
LU, 2016, kidney, 0, pmp, deceased
LU, 2016, liver, 0, pmp, deceased
LU, 2016, pancreas, 0, pmp, deceased
LU, 2016, heart, 0, pmp, deceased
LU, 2016, lung, 0, pmp, deceased
LU, 2016, heart/lung, -, pmp, deceased
LU, 2016, kidney, 0, num, living
LU, 2016, liver, 0, num, living
LU, 2016, pancreas, -, num, living
LU, 2016, heart, -, num, living
LU, 2016, lung, -, num, living
LU, 2016, heart/lung, -, num, living
LU, 2016, kidney, 0, pmp, living
LU, 2016, liver, 0, pmp, living
LU, 2016, pancreas, -, pmp, living
LU, 2016, heart, -, pmp, living
LU, 2016, lung, -, pmp, living
LU, 2016, heart/lung, -, pmp, living
LU, 2017, kidney, 0, num, deceased
LU, 2017, liver, 0, num, deceased
LU, 2017, pancreas, 0, num, deceased
LU, 2017, heart, 0, num, deceased
LU, 2017, lung, 0, num, deceased
LU, 2017, heart/lung, -, num, deceased
LU, 2017, kidney, 0, pmp, deceased
LU, 2017, liver, 0, pmp, deceased
LU, 2017, pancreas, 0, pmp, deceased
LU, 2017, heart, 0, pmp, deceased
LU, 2017, lung, 0, pmp, deceased
LU, 2017, heart/lung, -, pmp, deceased
LU, 2017, kidney, 0, num, living
LU, 2017, liver, 0, num, living
LU, 2017, pancreas, -, num, living
LU, 2017, heart, -, num, living
LU, 2017, lung, -, num, living
LU, 2017, heart/lung, -, num, living
LU, 2017, kidney, 0, pmp, living
LU, 2017, liver, 0, pmp, living
LU, 2017, pancreas, -, pmp, living
LU, 2017, heart, -, pmp, living
LU, 2017, lung, -, pmp, living
LU, 2017, heart/lung, -, pmp, living
LU, 2017, kidney, 0, num, deceased
LU, 2017, liver, 0, num, deceased
LU, 2017, pancreas, 0, num, deceased
LU, 2017, heart, 0, num, deceased
LU, 2017, lung, 0, num, deceased
LU, 2017, heart/lung, -, num, deceased
LU, 2017, kidney, 0, pmp, deceased
LU, 2017, liver, 0, pmp, deceased
LU, 2017, pancreas, 0, pmp, deceased
LU, 2017, heart, 0, pmp, deceased
LU, 2017, lung, 0, pmp, deceased
LU, 2017, heart/lung, -, pmp, deceased
LU, 2017, kidney, 0, num, living
LU, 2017, liver, 0, num, living
LU, 2017, pancreas, -, num, living
LU, 2017, heart, -, num, living
LU, 2017, lung, -, num, living
LU, 2017, heart/lung, -, num, living
LU, 2017, kidney, 0, pmp, living
LU, 2017, liver, 0, pmp, living
LU, 2017, pancreas, -, pmp, living
LU, 2017, heart, -, pmp, living
LU, 2017, lung, -, pmp, living
LU, 2017, heart/lung, -, pmp, living
MK, 2017, kidney, 0, num, deceased
MK, 2017, liver, 0, num, deceased
MK, 2017, pancreas, 0, num, deceased
MK, 2017, heart, 0, num, deceased
MK, 2017, lung, 0, num, deceased
MK, 2017, heart/lung, -, num, deceased
MK, 2017, kidney, 0, pmp, deceased
MK, 2017, liver, 0, pmp, deceased
MK, 2017, pancreas, 0, pmp, deceased
MK, 2017, heart, 0, pmp, deceased
MK, 2017, lung, 0, pmp, deceased
MK, 2017, heart/lung, -, pmp, deceased
MK, 2017, kidney, 17, num, living
MK, 2017, liver, 0, num, living
MK, 2017, pancreas, -, num, living
MK, 2017, heart, -, num, living
MK, 2017, lung, -, num, living
MK, 2017, heart/lung, -, num, living
MK, 2017, kidney, 8.5, pmp, living
MK, 2017, liver, 0, pmp, living
MK, 2017, pancreas, -, pmp, living
MK, 2017, heart, -, pmp, living
MK, 2017, lung, -, pmp, living
MK, 2017, heart/lung, -, pmp, living
MK, 2017, kidney, 0, num, deceased
MK, 2017, liver, 0, num, deceased
MK, 2017, pancreas, 0, num, deceased
MK, 2017, heart, 0, num, deceased
MK, 2017, lung, 0, num, deceased
MK, 2017, heart/lung, -, num, deceased
MK, 2017, kidney, 0, pmp, deceased
MK, 2017, liver, 0, pmp, deceased
MK, 2017, pancreas, 0, pmp, deceased
MK, 2017, heart, 0, pmp, deceased
MK, 2017, lung, 0, pmp, deceased
MK, 2017, heart/lung, -, pmp, deceased
MK, 2017, kidney, 17, num, living
MK, 2017, liver, 0, num, living
MK, 2017, pancreas, -, num, living
MK, 2017, heart, -, num, living
MK, 2017, lung, -, num, living
MK, 2017, heart/lung, -, num, living
MK, 2017, kidney, 8.5, pmp, living
MK, 2017, liver, 0, pmp, living
MK, 2017, pancreas, -, pmp, living
MK, 2017, heart, -, pmp, living
MK, 2017, lung, -, pmp, living
MK, 2017, heart/lung, -, pmp, living
MK, 2017, kidney, 0, num, deceased
MK, 2017, liver, 0, num, deceased
MK, 2017, pancreas, 0, num, deceased
MK, 2017, heart, 0, num, deceased
MK, 2017, lung, 0, num, deceased
MK, 2017, heart/lung, -, num, deceased
MK, 2017, kidney, 0, pmp, deceased
MK, 2017, liver, 0, pmp, deceased
MK, 2017, pancreas, 0, pmp, deceased
MK, 2017, heart, 0, pmp, deceased
MK, 2017, lung, 0, pmp, deceased
MK, 2017, heart/lung, -, pmp, deceased
MK, 2017, kidney, 17, num, living
MK, 2017, liver, 0, num, living
MK, 2017, pancreas, -, num, living
MK, 2017, heart, -, num, living
MK, 2017, lung, -, num, living
MK, 2017, heart/lung, -, num, living
MK, 2017, kidney, 8.5, pmp, living
MK, 2017, liver, 0, pmp, living
MK, 2017, pancreas, -, pmp, living
MK, 2017, heart, -, pmp, living
MK, 2017, lung, -, pmp, living
MK, 2017, heart/lung, -, pmp, living
MK, 2017, kidney, 0, num, deceased
MK, 2017, liver, 0, num, deceased
MK, 2017, pancreas, 0, num, deceased
MK, 2017, heart, 0, num, deceased
MK, 2017, lung, 0, num, deceased
MK, 2017, heart/lung, -, num, deceased
MK, 2017, kidney, 0, pmp, deceased
MK, 2017, liver, 0, pmp, deceased
MK, 2017, pancreas, 0, pmp, deceased
MK, 2017, heart, 0, pmp, deceased
MK, 2017, lung, 0, pmp, deceased
MK, 2017, heart/lung, -, pmp, deceased
MK, 2017, kidney, 17, num, living
MK, 2017, liver, 0, num, living
MK, 2017, pancreas, -, num, living
MK, 2017, heart, -, num, living
MK, 2017, lung, -, num, living
MK, 2017, heart/lung, -, num, living
MK, 2017, kidney, 8.5, pmp, living
MK, 2017, liver, 0, pmp, living
MK, 2017, pancreas, -, pmp, living
MK, 2017, heart, -, pmp, living
MK, 2017, lung, -, pmp, living
MK, 2017, heart/lung, -, pmp, living
MK, 2017, kidney, 0, num, deceased
MK, 2017, liver, 0, num, deceased
MK, 2017, pancreas, 0, num, deceased
MK, 2017, heart, 0, num, deceased
MK, 2017, lung, 0, num, deceased
MK, 2017, heart/lung, -, num, deceased
MK, 2017, kidney, 0, pmp, deceased
MK, 2017, liver, 0, pmp, deceased
MK, 2017, pancreas, 0, pmp, deceased
MK, 2017, heart, 0, pmp, deceased
MK, 2017, lung, 0, pmp, deceased
MK, 2017, heart/lung, -, pmp, deceased
MK, 2017, kidney, 17, num, living
MK, 2017, liver, 0, num, living
MK, 2017, pancreas, -, num, living
MK, 2017, heart, -, num, living
MK, 2017, lung, -, num, living
MK, 2017, heart/lung, -, num, living
MK, 2017, kidney, 8.5, pmp, living
MK, 2017, liver, 0, pmp, living
MK, 2017, pancreas, -, pmp, living
MK, 2017, heart, -, pmp, living
MK, 2017, lung, -, pmp, living
MK, 2017, heart/lung, -, pmp, living
MK, 2017, kidney, 0, num, deceased
MK, 2017, liver, 0, num, deceased
MK, 2017, pancreas, 0, num, deceased
MK, 2017, heart, 0, num, deceased
MK, 2017, lung, 0, num, deceased
MK, 2017, heart/lung, -, num, deceased
MK, 2017, kidney, 0, pmp, deceased
MK, 2017, liver, 0, pmp, deceased
MK, 2017, pancreas, 0, pmp, deceased
MK, 2017, heart, 0, pmp, deceased
MK, 2017, lung, 0, pmp, deceased
MK, 2017, heart/lung, -, pmp, deceased
MK, 2017, kidney, 17, num, living
MK, 2017, liver, 0, num, living
MK, 2017, pancreas, -, num, living
MK, 2017, heart, -, num, living
MK, 2017, lung, -, num, living
MK, 2017, heart/lung, -, num, living
MK, 2017, kidney, 8.5, pmp, living
MK, 2017, liver, 0, pmp, living
MK, 2017, pancreas, -, pmp, living
MK, 2017, heart, -, pmp, living
MK, 2017, lung, -, pmp, living
MK, 2017, heart/lung, -, pmp, living
MK, 2017, kidney, 0, num, deceased
MK, 2017, liver, 0, num, deceased
MK, 2017, pancreas, 0, num, deceased
MK, 2017, heart, 0, num, deceased
MK, 2017, lung, 0, num, deceased
MK, 2017, heart/lung, -, num, deceased
MK, 2017, kidney, 0, pmp, deceased
MK, 2017, liver, 0, pmp, deceased
MK, 2017, pancreas, 0, pmp, deceased
MK, 2017, heart, 0, pmp, deceased
MK, 2017, lung, 0, pmp, deceased
MK, 2017, heart/lung, -, pmp, deceased
MK, 2017, kidney, 17, num, living
MK, 2017, liver, 0, num, living
MK, 2017, pancreas, -, num, living
MK, 2017, heart, -, num, living
MK, 2017, lung, -, num, living
MK, 2017, heart/lung, -, num, living
MK, 2017, kidney, 8.5, pmp, living
MK, 2017, liver, 0, pmp, living
MK, 2017, pancreas, -, pmp, living
MK, 2017, heart, -, pmp, living
MK, 2017, lung, -, pmp, living
MK, 2017, heart/lung, -, pmp, living
MK, 2017, kidney, 0, num, deceased
MK, 2017, liver, 0, num, deceased
MK, 2017, pancreas, 0, num, deceased
MK, 2017, heart, 0, num, deceased
MK, 2017, lung, 0, num, deceased
MK, 2017, heart/lung, -, num, deceased
MK, 2017, kidney, 0, pmp, deceased
MK, 2017, liver, 0, pmp, deceased
MK, 2017, pancreas, 0, pmp, deceased
MK, 2017, heart, 0, pmp, deceased
MK, 2017, lung, 0, pmp, deceased
MK, 2017, heart/lung, -, pmp, deceased
MK, 2017, kidney, 17, num, living
MK, 2017, liver, 0, num, living
MK, 2017, pancreas, -, num, living
MK, 2017, heart, -, num, living
MK, 2017, lung, -, num, living
MK, 2017, heart/lung, -, num, living
MK, 2017, kidney, 8.5, pmp, living
MK, 2017, liver, 0, pmp, living
MK, 2017, pancreas, -, pmp, living
MK, 2017, heart, -, pmp, living
MK, 2017, lung, -, pmp, living
MK, 2017, heart/lung, -, pmp, living
MK, 2017, kidney, 0, num, deceased
MK, 2017, liver, 0, num, deceased
MK, 2017, pancreas, 0, num, deceased
MK, 2017, heart, 0, num, deceased
MK, 2017, lung, 0, num, deceased
MK, 2017, heart/lung, -, num, deceased
MK, 2017, kidney, 0, pmp, deceased
MK, 2017, liver, 0, pmp, deceased
MK, 2017, pancreas, 0, pmp, deceased
MK, 2017, heart, 0, pmp, deceased
MK, 2017, lung, 0, pmp, deceased
MK, 2017, heart/lung, -, pmp, deceased
MK, 2017, kidney, 17, num, living
MK, 2017, liver, 0, num, living
MK, 2017, pancreas, -, num, living
MK, 2017, heart, -, num, living
MK, 2017, lung, -, num, living
MK, 2017, heart/lung, -, num, living
MK, 2017, kidney, 8.5, pmp, living
MK, 2017, liver, 0, pmp, living
MK, 2017, pancreas, -, pmp, living
MK, 2017, heart, -, pmp, living
MK, 2017, lung, -, pmp, living
MK, 2017, heart/lung, -, pmp, living
MK, 2017, kidney, 0, num, deceased
MK, 2017, liver, 0, num, deceased
MK, 2017, pancreas, 0, num, deceased
MK, 2017, heart, 0, num, deceased
MK, 2017, lung, 0, num, deceased
MK, 2017, heart/lung, -, num, deceased
MK, 2017, kidney, 0, pmp, deceased
MK, 2017, liver, 0, pmp, deceased
MK, 2017, pancreas, 0, pmp, deceased
MK, 2017, heart, 0, pmp, deceased
MK, 2017, lung, 0, pmp, deceased
MK, 2017, heart/lung, -, pmp, deceased
MK, 2017, kidney, 17, num, living
MK, 2017, liver, 0, num, living
MK, 2017, pancreas, -, num, living
MK, 2017, heart, -, num, living
MK, 2017, lung, -, num, living
MK, 2017, heart/lung, -, num, living
MK, 2017, kidney, 8.5, pmp, living
MK, 2017, liver, 0, pmp, living
MK, 2017, pancreas, -, pmp, living
MK, 2017, heart, -, pmp, living
MK, 2017, lung, -, pmp, living
MK, 2017, heart/lung, -, pmp, living
MK, 2017, kidney, 0, num, deceased
MK, 2017, liver, 0, num, deceased
MK, 2017, pancreas, 0, num, deceased
MK, 2017, heart, 0, num, deceased
MK, 2017, lung, 0, num, deceased
MK, 2017, heart/lung, -, num, deceased
MK, 2017, kidney, 0, pmp, deceased
MK, 2017, liver, 0, pmp, deceased
MK, 2017, pancreas, 0, pmp, deceased
MK, 2017, heart, 0, pmp, deceased
MK, 2017, lung, 0, pmp, deceased
MK, 2017, heart/lung, -, pmp, deceased
MK, 2017, kidney, 17, num, living
MK, 2017, liver, 0, num, living
MK, 2017, pancreas, -, num, living
MK, 2017, heart, -, num, living
MK, 2017, lung, -, num, living
MK, 2017, heart/lung, -, num, living
MK, 2017, kidney, 8.5, pmp, living
MK, 2017, liver, 0, pmp, living
MK, 2017, pancreas, -, pmp, living
MK, 2017, heart, -, pmp, living
MK, 2017, lung, -, pmp, living
MK, 2017, heart/lung, -, pmp, living
MK, 2017, kidney, 0, num, deceased
MK, 2017, liver, 0, num, deceased
MK, 2017, pancreas, 0, num, deceased
MK, 2017, heart, 0, num, deceased
MK, 2017, lung, 0, num, deceased
MK, 2017, heart/lung, -, num, deceased
MK, 2017, kidney, 0, pmp, deceased
MK, 2017, liver, 0, pmp, deceased
MK, 2017, pancreas, 0, pmp, deceased
MK, 2017, heart, 0, pmp, deceased
MK, 2017, lung, 0, pmp, deceased
MK, 2017, heart/lung, -, pmp, deceased
MK, 2017, kidney, 17, num, living
MK, 2017, liver, 0, num, living
MK, 2017, pancreas, -, num, living
MK, 2017, heart, -, num, living
MK, 2017, lung, -, num, living
MK, 2017, heart/lung, -, num, living
MK, 2017, kidney, 8.5, pmp, living
MK, 2017, liver, 0, pmp, living
MK, 2017, pancreas, -, pmp, living
MK, 2017, heart, -, pmp, living
MK, 2017, lung, -, pmp, living
MK, 2017, heart/lung, -, pmp, living
MK, 2017, kidney, 0, num, deceased
MK, 2017, liver, 0, num, deceased
MK, 2017, pancreas, 0, num, deceased
MK, 2017, heart, 0, num, deceased
MK, 2017, lung, 0, num, deceased
MK, 2017, heart/lung, -, num, deceased
MK, 2017, kidney, 0, pmp, deceased
MK, 2017, liver, 0, pmp, deceased
MK, 2017, pancreas, 0, pmp, deceased
MK, 2017, heart, 0, pmp, deceased
MK, 2017, lung, 0, pmp, deceased
MK, 2017, heart/lung, -, pmp, deceased
MK, 2017, kidney, 17, num, living
MK, 2017, liver, 0, num, living
MK, 2017, pancreas, -, num, living
MK, 2017, heart, -, num, living
MK, 2017, lung, -, num, living
MK, 2017, heart/lung, -, num, living
MK, 2017, kidney, 8.5, pmp, living
MK, 2017, liver, 0, pmp, living
MK, 2017, pancreas, -, pmp, living
MK, 2017, heart, -, pmp, living
MK, 2017, lung, -, pmp, living
MK, 2017, heart/lung, -, pmp, living
MK, 2017, kidney, 0, num, deceased
MK, 2017, liver, 0, num, deceased
MK, 2017, pancreas, 0, num, deceased
MK, 2017, heart, 0, num, deceased
MK, 2017, lung, 0, num, deceased
MK, 2017, heart/lung, -, num, deceased
MK, 2017, kidney, 0, pmp, deceased
MK, 2017, liver, 0, pmp, deceased
MK, 2017, pancreas, 0, pmp, deceased
MK, 2017, heart, 0, pmp, deceased
MK, 2017, lung, 0, pmp, deceased
MK, 2017, heart/lung, -, pmp, deceased
MK, 2017, kidney, 17, num, living
MK, 2017, liver, 0, num, living
MK, 2017, pancreas, -, num, living
MK, 2017, heart, -, num, living
MK, 2017, lung, -, num, living
MK, 2017, heart/lung, -, num, living
MK, 2017, kidney, 8.5, pmp, living
MK, 2017, liver, 0, pmp, living
MK, 2017, pancreas, -, pmp, living
MK, 2017, heart, -, pmp, living
MK, 2017, lung, -, pmp, living
MK, 2017, heart/lung, -, pmp, living
MK, 2017, kidney, 0, num, deceased
MK, 2017, liver, 0, num, deceased
MK, 2017, pancreas, 0, num, deceased
MK, 2017, heart, 0, num, deceased
MK, 2017, lung, 0, num, deceased
MK, 2017, heart/lung, -, num, deceased
MK, 2017, kidney, 0, pmp, deceased
MK, 2017, liver, 0, pmp, deceased
MK, 2017, pancreas, 0, pmp, deceased
MK, 2017, heart, 0, pmp, deceased
MK, 2017, lung, 0, pmp, deceased
MK, 2017, heart/lung, -, pmp, deceased
MK, 2017, kidney, 17, num, living
MK, 2017, liver, 0, num, living
MK, 2017, pancreas, -, num, living
MK, 2017, heart, -, num, living
MK, 2017, lung, -, num, living
MK, 2017, heart/lung, -, num, living
MK, 2017, kidney, 8.5, pmp, living
MK, 2017, liver, 0, pmp, living
MK, 2017, pancreas, -, pmp, living
MK, 2017, heart, -, pmp, living
MK, 2017, lung, -, pmp, living
MK, 2017, heart/lung, -, pmp, living
MK, 2017, kidney, 0, num, deceased
MK, 2017, liver, 0, num, deceased
MK, 2017, pancreas, 0, num, deceased
MK, 2017, heart, 0, num, deceased
MK, 2017, lung, 0, num, deceased
MK, 2017, heart/lung, -, num, deceased
MK, 2017, kidney, 0, pmp, deceased
MK, 2017, liver, 0, pmp, deceased
MK, 2017, pancreas, 0, pmp, deceased
MK, 2017, heart, 0, pmp, deceased
MK, 2017, lung, 0, pmp, deceased
MK, 2017, heart/lung, -, pmp, deceased
MK, 2017, kidney, 17, num, living
MK, 2017, liver, 0, num, living
MK, 2017, pancreas, -, num, living
MK, 2017, heart, -, num, living
MK, 2017, lung, -, num, living
MK, 2017, heart/lung, -, num, living
MK, 2017, kidney, 8.5, pmp, living
MK, 2017, liver, 0, pmp, living
MK, 2017, pancreas, -, pmp, living
MK, 2017, heart, -, pmp, living
MK, 2017, lung, -, pmp, living
MK, 2017, heart/lung, -, pmp, living
MK, 2017, kidney, 0, num, deceased
MK, 2017, liver, 0, num, deceased
MK, 2017, pancreas, 0, num, deceased
MK, 2017, heart, 0, num, deceased
MK, 2017, lung, 0, num, deceased
MK, 2017, heart/lung, -, num, deceased
MK, 2017, kidney, 0, pmp, deceased
MK, 2017, liver, 0, pmp, deceased
MK, 2017, pancreas, 0, pmp, deceased
MK, 2017, heart, 0, pmp, deceased
MK, 2017, lung, 0, pmp, deceased
MK, 2017, heart/lung, -, pmp, deceased
MK, 2017, kidney, 17, num, living
MK, 2017, liver, 0, num, living
MK, 2017, pancreas, -, num, living
MK, 2017, heart, -, num, living
MK, 2017, lung, -, num, living
MK, 2017, heart/lung, -, num, living
MK, 2017, kidney, 8.5, pmp, living
MK, 2017, liver, 0, pmp, living
MK, 2017, pancreas, -, pmp, living
MK, 2017, heart, -, pmp, living
MK, 2017, lung, -, pmp, living
MK, 2017, heart/lung, -, pmp, living
MK, 2017, kidney, 0, num, deceased
MK, 2017, liver, 0, num, deceased
MK, 2017, pancreas, 0, num, deceased
MK, 2017, heart, 0, num, deceased
MK, 2017, lung, 0, num, deceased
MK, 2017, heart/lung, -, num, deceased
MK, 2017, kidney, 0, pmp, deceased
MK, 2017, liver, 0, pmp, deceased
MK, 2017, pancreas, 0, pmp, deceased
MK, 2017, heart, 0, pmp, deceased
MK, 2017, lung, 0, pmp, deceased
MK, 2017, heart/lung, -, pmp, deceased
MK, 2017, kidney, 17, num, living
MK, 2017, liver, 0, num, living
MK, 2017, pancreas, -, num, living
MK, 2017, heart, -, num, living
MK, 2017, lung, -, num, living
MK, 2017, heart/lung, -, num, living
MK, 2017, kidney, 8.5, pmp, living
MK, 2017, liver, 0, pmp, living
MK, 2017, pancreas, -, pmp, living
MK, 2017, heart, -, pmp, living
MK, 2017, lung, -, pmp, living
MK, 2017, heart/lung, -, pmp, living
MK, 2011, kidney, 0, num, deceased
MK, 2011, liver, 0, num, deceased
MK, 2011, pancreas, 0, num, deceased
MK, 2011, heart, 0, num, deceased
MK, 2011, lung, 0, num, deceased
MK, 2011, heart/lung, -, num, deceased
MK, 2011, kidney, 0, pmp, deceased
MK, 2011, liver, 0, pmp, deceased
MK, 2011, pancreas, 0, pmp, deceased
MK, 2011, heart, 0, pmp, deceased
MK, 2011, lung, 0, pmp, deceased
MK, 2011, heart/lung, -, pmp, deceased
MK, 2011, kidney, 8, num, living
MK, 2011, liver, 0, num, living
MK, 2011, pancreas, -, num, living
MK, 2011, heart, -, num, living
MK, 2011, lung, -, num, living
MK, 2011, heart/lung, -, num, living
MK, 2011, kidney, 4, pmp, living
MK, 2011, liver, 0, pmp, living
MK, 2011, pancreas, -, pmp, living
MK, 2011, heart, -, pmp, living
MK, 2011, lung, -, pmp, living
MK, 2011, heart/lung, -, pmp, living
MK, 2012, kidney, 0, num, deceased
MK, 2012, liver, 0, num, deceased
MK, 2012, pancreas, 0, num, deceased
MK, 2012, heart, 0, num, deceased
MK, 2012, lung, 0, num, deceased
MK, 2012, heart/lung, -, num, deceased
MK, 2012, kidney, 0, pmp, deceased
MK, 2012, liver, 0, pmp, deceased
MK, 2012, pancreas, 0, pmp, deceased
MK, 2012, heart, 0, pmp, deceased
MK, 2012, lung, 0, pmp, deceased
MK, 2012, heart/lung, -, pmp, deceased
MK, 2012, kidney, 28, num, living
MK, 2012, liver, 0, num, living
MK, 2012, pancreas, -, num, living
MK, 2012, heart, -, num, living
MK, 2012, lung, -, num, living
MK, 2012, heart/lung, -, num, living
MK, 2012, kidney, 14, pmp, living
MK, 2012, liver, 0, pmp, living
MK, 2012, pancreas, -, pmp, living
MK, 2012, heart, -, pmp, living
MK, 2012, lung, -, pmp, living
MK, 2012, heart/lung, -, pmp, living
MK, 2013, kidney, 0, num, deceased
MK, 2013, liver, 0, num, deceased
MK, 2013, pancreas, 0, num, deceased
MK, 2013, heart, 0, num, deceased
MK, 2013, lung, 0, num, deceased
MK, 2013, heart/lung, -, num, deceased
MK, 2013, kidney, 0, pmp, deceased
MK, 2013, liver, 0, pmp, deceased
MK, 2013, pancreas, 0, pmp, deceased
MK, 2013, heart, 0, pmp, deceased
MK, 2013, lung, 0, pmp, deceased
MK, 2013, heart/lung, -, pmp, deceased
MK, 2013, kidney, 38, num, living
MK, 2013, liver, 0, num, living
MK, 2013, pancreas, -, num, living
MK, 2013, heart, -, num, living
MK, 2013, lung, -, num, living
MK, 2013, heart/lung, -, num, living
MK, 2013, kidney, 19, pmp, living
MK, 2013, liver, 0, pmp, living
MK, 2013, pancreas, -, pmp, living
MK, 2013, heart, -, pmp, living
MK, 2013, lung, -, pmp, living
MK, 2013, heart/lung, -, pmp, living
MK, 2017, kidney, 0, num, deceased
MK, 2017, liver, 0, num, deceased
MK, 2017, pancreas, 0, num, deceased
MK, 2017, heart, 0, num, deceased
MK, 2017, lung, 0, num, deceased
MK, 2017, heart/lung, -, num, deceased
MK, 2017, kidney, 0, pmp, deceased
MK, 2017, liver, 0, pmp, deceased
MK, 2017, pancreas, 0, pmp, deceased
MK, 2017, heart, 0, pmp, deceased
MK, 2017, lung, 0, pmp, deceased
MK, 2017, heart/lung, -, pmp, deceased
MK, 2017, kidney, 17, num, living
MK, 2017, liver, 0, num, living
MK, 2017, pancreas, -, num, living
MK, 2017, heart, -, num, living
MK, 2017, lung, -, num, living
MK, 2017, heart/lung, -, num, living
MK, 2017, kidney, 8.5, pmp, living
MK, 2017, liver, 0, pmp, living
MK, 2017, pancreas, -, pmp, living
MK, 2017, heart, -, pmp, living
MK, 2017, lung, -, pmp, living
MK, 2017, heart/lung, -, pmp, living
MK, 2015, kidney, 12, num, deceased
MK, 2015, liver, 0, num, deceased
MK, 2015, pancreas, 0, num, deceased
MK, 2015, heart, 0, num, deceased
MK, 2015, lung, 0, num, deceased
MK, 2015, heart/lung, -, num, deceased
MK, 2015, kidney, 5.70, pmp, deceased
MK, 2015, liver, 0, pmp, deceased
MK, 2015, pancreas, 0, pmp, deceased
MK, 2015, heart, 0, pmp, deceased
MK, 2015, lung, 0, pmp, deceased
MK, 2015, heart/lung, -, pmp, deceased
MK, 2015, kidney, 9, num, living
MK, 2015, liver, 0, num, living
MK, 2015, pancreas, -, num, living
MK, 2015, heart, -, num, living
MK, 2015, lung, -, num, living
MK, 2015, heart/lung, -, num, living
MK, 2015, kidney, 4.30, pmp, living
